Metabolite ID	Standard Gibbs energy of formation (kJ/mol)	Uncertainty corresponding to 95% confidence interval (kJ/mol)	Standard transformed Gibbs energy of formation (kJ/mol)	Minimum transformed Gibbs energy of formation (kJ/mol)	Maximum transformed Gibbs energy of formation (kJ/mol)	Minimum concentration (M)	Maximum concentration (M)
ocde9ecoa[x]	-2073.99	9.38	632.85	603.16	620.97	1.00e-05	1.00e-02
3octdece1coa[m]	-2178.54	11.09	908.96	879.27	897.09	1.00e-05	1.00e-02
octdececoa[m]	-2082.74	10.73	1004.72	975.03	992.85	1.00e-05	1.00e-02
3ocddcoa[m]	-2204.38	9.02	979.60	949.92	967.73	1.00e-05	1.00e-02
2octdectecoa[m]	-1932.96	12.60	865.04	835.35	853.17	1.00e-05	1.00e-02
2octdectecoa[x]	-1932.96	12.60	520.06	490.37	508.19	1.00e-05	1.00e-02
3octdectecoa[m]	-1940.84	12.05	857.16	827.47	845.29	1.00e-05	1.00e-02
3octdectecoa[x]	-1940.84	12.05	512.18	482.49	500.31	1.00e-05	1.00e-02
2octpencoa[m]	-1888.87	13.19	812.65	782.96	800.77	1.00e-05	1.00e-02
3octpencoa[m]	-1896.75	12.66	804.77	775.08	792.89	1.00e-05	1.00e-02
3hodcoa[m]	-2225.62	8.79	958.37	928.68	946.49	1.00e-05	1.00e-02
ei11ecoa[x]	-2058.33	9.75	817.73	788.04	805.86	1.00e-05	1.00e-02
eitetcoa[m]	-1959.67	13.31	1031.31	1001.62	1019.43	1.00e-05	1.00e-02
eitetcoa[x]	-1959.67	13.31	662.58	632.89	650.70	1.00e-05	1.00e-02
eipencoa[x]	-2003.57	9.58	534.38	504.69	522.51	1.00e-05	1.00e-02
5eipencoa[m]	-1936.22	13.46	958.27	928.58	946.40	1.00e-05	1.00e-02
2docopencoa[m]	-1870.34	14.78	1217.12	1187.44	1205.25	1.00e-05	1.00e-02
2docopencoa[x]	-1870.34	14.78	836.50	806.82	824.63	1.00e-05	1.00e-02
docohexcoa[m]	-1818.36	13.74	1172.62	1142.93	1160.74	1.00e-05	1.00e-02
docohexcoa[x]	-1818.36	13.74	803.90	774.21	792.03	1.00e-05	1.00e-02
3docopencoa[m]	-1864.04	14.00	1223.43	1193.74	1211.55	1.00e-05	1.00e-02
3docopencoa[x]	-1864.04	14.00	842.82	813.13	830.95	1.00e-05	1.00e-02
2docohexecoa[m]	-1826.25	15.38	1164.73	1135.04	1152.85	1.00e-05	1.00e-02
docohepcoa[m]	-1796.28	14.38	1098.21	1068.52	1086.33	1.00e-05	1.00e-02
docosahexcoa[m]	-1841.96	14.65	1149.02	1119.33	1137.14	1.00e-05	1.00e-02
omhdocosac[r]	-21.54	26.04	1848.62	1818.94	1836.75	1.00e-05	1.00e-02
succoa[c]	-2523.90	8.27	-1001.86	-1031.55	-1013.74	1.00e-05	1.00e-02
pentcoa[m]	-2183.26	6.11	-253.63	-283.32	-265.51	1.00e-05	1.00e-02
glutcoa[c]	-2476.04	9.43	-867.04	-896.73	-878.92	1.00e-05	1.00e-02
3ivcoa[m]	-2319.66	8.10	-390.02	-419.71	-401.90	1.00e-05	1.00e-02
3ivcrn[c]	-779.90	5.06	220.43	190.74	208.55	1.00e-05	1.00e-02
3ivcoa[c]	-2319.66	8.10	-580.38	-610.07	-592.26	1.00e-05	1.00e-02
hx2coa[x]	-2086.24	7.87	-394.76	-424.45	-406.64	1.00e-05	1.00e-02
hexe3coa[m]	-2101.30	8.04	-171.67	-201.36	-183.54	1.00e-05	1.00e-02
hexe3coa[x]	-2101.30	8.04	-409.82	-439.51	-421.69	1.00e-05	1.00e-02
succoa[x]	-2523.90	8.27	-1043.55	-1073.23	-1055.42	1.00e-05	1.00e-02
hepcoa[m]	-2167.60	6.48	-44.99	-74.68	-56.87	1.00e-05	1.00e-02
omhdecacid[r]	-331.69	11.53	494.65	464.96	482.77	1.00e-05	1.00e-02
hexdiac[c]	-368.83	16.82	848.93	819.25	837.06	1.00e-05	1.00e-02
omhdocosac[c]	-21.54	26.04	1848.62	1818.94	1836.75	1.00e-05	1.00e-02
omhdecacid[c]	-331.69	11.53	494.65	464.96	482.77	1.00e-05	1.00e-02
sebacid[c]	-523.90	9.62	171.94	142.25	160.07	1.00e-05	1.00e-02
tdec4ecoa[m]	-2123.40	7.39	192.18	162.49	180.31	1.00e-05	1.00e-02
ctdecdcoa[m]	-2074.58	7.31	144.55	114.86	132.67	1.00e-05	1.00e-02
tddedi2coa[m]	-2037.80	10.29	374.27	344.58	362.39	1.00e-05	1.00e-02
tddedicoa[m]	-2021.58	9.80	390.49	360.80	378.62	1.00e-05	1.00e-02
ocdececrn[c]	-479.08	7.17	1565.06	1535.37	1553.19	1.00e-05	1.00e-02
ocdececrn[m]	-479.08	7.17	1788.32	1758.64	1776.45	1.00e-05	1.00e-02
octdececrn[c]	-510.23	5.66	1620.90	1591.21	1609.02	1.00e-05	1.00e-02
octdececrn[m]	-510.23	5.66	1853.66	1823.97	1841.79	1.00e-05	1.00e-02
octdececoa[c]	-2082.74	10.73	700.35	670.66	688.47	1.00e-05	1.00e-02
subeac[x]	-575.60	7.25	-67.96	-97.65	-79.83	1.00e-05	1.00e-02
sebacid[x]	-523.90	9.62	152.92	123.23	141.04	1.00e-05	1.00e-02
subeac[c]	-575.60	7.25	-53.70	-83.39	-65.58	1.00e-05	1.00e-02
c8dc[x]	-823.52	10.29	276.40	246.71	264.53	1.00e-05	1.00e-02
ttdcrn[e]	-541.56	4.91	1290.32	1260.63	1278.45	1.00e-05	1.00e-02
4hpro_LT[e]	-382.51	4.86	19.61	-10.08	7.74	1.00e-05	1.00e-02
alaala[c]	-451.33	3.54	70.55	40.86	58.68	1.00e-05	1.00e-02
alaala[e]	-451.33	3.54	84.79	55.10	72.92	1.00e-05	1.00e-02
bglc[e]	0.00	3.36	98296030.83	98296001.15	98296018.96	1.00e-05	1.00e-02
glgchlo[e]	0.00	3.36	98297952.08	98297922.39	98297940.20	1.00e-05	1.00e-02
gltcho[e]	0.00	3.36	98298041.44	98298011.75	98298029.56	1.00e-05	1.00e-02
tdechola[e]	-643.27	16.85	1322.51	1292.82	1310.63	1.00e-05	1.00e-02
gltdechol[e]	0.00	3.36	98297996.02	98297966.33	98297984.14	1.00e-05	1.00e-02
carn[e]	-412.42	5.34	212.54	182.85	200.67	1.00e-05	1.00e-02
glygly[c]	-388.12	3.81	-40.22	-69.91	-52.09	1.00e-05	1.00e-02
glygly[e]	-388.12	3.81	-30.74	-60.42	-42.61	1.00e-05	1.00e-02
glyphe[e]	-266.10	4.60	359.37	329.68	347.49	1.00e-05	1.00e-02
glyphe[c]	-266.10	4.60	342.76	313.07	330.88	1.00e-05	1.00e-02
glypro[e]	-312.61	7.19	222.81	193.12	210.93	1.00e-05	1.00e-02
glypro[c]	-312.61	7.19	208.81	179.12	196.93	1.00e-05	1.00e-02
glysar[c]	-382.05	3.82	52.39	22.70	40.51	1.00e-05	1.00e-02
glysar[e]	-382.05	3.82	64.01	34.33	52.14	1.00e-05	1.00e-02
dchac[e]	-511.34	14.63	1231.18	1201.49	1219.30	1.00e-05	1.00e-02
gum[e]	0.00	3.36	226080870.92	226080841.23	226080859.05	1.00e-05	1.00e-02
gumdchac[e]	0.00	3.36	226082612.70	226082583.01	226082600.83	1.00e-05	1.00e-02
gumgchol[e]	0.00	3.36	226082792.16	226082762.47	226082780.29	1.00e-05	1.00e-02
gumtchol[e]	0.00	3.36	226082881.52	226082851.83	226082869.65	1.00e-05	1.00e-02
5HPET[r]	-219.09	7.29	1129.17	1099.48	1117.29	1.00e-05	1.00e-02
leugly[e]	-378.29	5.30	336.56	306.87	324.68	1.00e-05	1.00e-02
leugly[c]	-378.29	5.30	317.56	287.88	305.69	1.00e-05	1.00e-02
leuleu[c]	-383.28	5.86	660.51	630.82	648.63	1.00e-05	1.00e-02
leuleu[e]	-383.28	5.86	689.00	659.32	677.13	1.00e-05	1.00e-02
pect[e]	0.00	3.36	156781.43	156751.74	156769.55	1.00e-05	1.00e-02
pectindchac[e]	0.00	3.36	158568.63	158538.94	158556.75	1.00e-05	1.00e-02
pectingchol[e]	0.00	3.36	158748.09	158718.40	158736.21	1.00e-05	1.00e-02
pectintchol[e]	0.00	3.36	158837.45	158807.76	158825.57	1.00e-05	1.00e-02
progly[e]	-345.11	8.52	191.03	161.34	179.16	1.00e-05	1.00e-02
progly[c]	-345.11	8.52	176.79	147.10	164.91	1.00e-05	1.00e-02
psyl[e]	0.00	3.36	689354532.25	689354502.56	689354520.37	1.00e-05	1.00e-02
psylchol[e]	0.00	3.36	689356453.49	689356423.80	689356441.61	1.00e-05	1.00e-02
psyltchol[e]	0.00	3.36	689356542.85	689356513.16	689356530.97	1.00e-05	1.00e-02
psyltdechol[e]	0.00	3.36	689356497.43	689356467.74	689356485.55	1.00e-05	1.00e-02
sbt_D[e]	-946.14	1.85	-320.62	-350.31	-332.50	1.00e-05	1.00e-02
thm[e]	-131.41	3.32	627.14	597.45	615.26	1.00e-05	1.00e-02
1a25dhvitd3[c]	-210.05	15.71	1703.61	1673.92	1691.74	1.00e-05	1.00e-02
1a25dhvitd3[n]	-210.05	15.71	1703.61	1673.92	1691.74	1.00e-05	1.00e-02
4abut[n]	-263.63	4.95	127.79	98.11	115.92	1.00e-05	1.00e-02
oh1[c]	0.00	3.36	43.49	13.80	31.62	1.00e-05	1.00e-02
oh1[e]	0.00	3.36	44.68	14.99	32.80	1.00e-05	1.00e-02
hyptaur[e]	-167.71	2.79	145.03	115.34	133.15	1.00e-05	1.00e-02
cysam[e]	-31.85	2.20	325.55	295.86	313.67	1.00e-05	1.00e-02
q10[e]	-208.73	25.99	3812.47	3782.78	3800.59	1.00e-05	1.00e-02
dhap[m]	-1297.85	0.82	-1056.68	-1086.37	-1068.55	1.00e-05	1.00e-02
dpcoa[e]	-1213.88	7.33	260.28	230.59	248.40	1.00e-05	1.00e-02
pan4p[e]	-890.31	6.32	43.67	13.99	31.80	1.00e-05	1.00e-02
5dpmev[c]	-2401.05	3.34	-1967.58	-1997.27	-1979.46	1.00e-05	1.00e-02
slfcys[e]	-611.77	3.53	-343.80	-373.49	-355.68	1.00e-05	1.00e-02
fmn[e]	-1396.29	4.76	-547.69	-577.38	-559.57	1.00e-05	1.00e-02
ptth[e]	-474.07	6.92	508.61	478.92	496.73	1.00e-05	1.00e-02
q10h2[e]	-310.45	26.80	3800.11	3770.42	3788.23	1.00e-05	1.00e-02
fe3[c]	-3.52	3.37	-10.86	-40.55	-22.74	1.00e-05	1.00e-02
6pgl[c]	-1751.98	1.73	-1360.88	-1390.56	-1372.75	1.00e-05	1.00e-02
glu5sa[c]	-391.35	4.95	0.03	-29.66	-11.85	1.00e-05	1.00e-02
mal_L[x]	-844.29	1.90	-675.10	-704.79	-686.98	1.00e-05	1.00e-02
5pmev[c]	-1521.82	3.08	-1087.85	-1117.54	-1099.73	1.00e-05	1.00e-02
1pyr5c[c]	-205.20	8.58	55.57	25.88	43.69	1.00e-05	1.00e-02
pheme[e]	0.00	3.36	1337.44	1307.75	1325.56	1.00e-05	1.00e-02
slfcys[c]	-611.77	3.53	-350.89	-380.58	-362.76	1.00e-05	1.00e-02
34hpp[e]	-308.48	5.39	4.25	-25.44	-7.63	1.00e-05	1.00e-02
3mob[e]	-431.17	1.47	-118.41	-148.10	-130.28	1.00e-05	1.00e-02
3mop[e]	-448.56	2.72	-46.44	-76.13	-58.32	1.00e-05	1.00e-02
4mop[e]	-449.72	2.62	-47.60	-77.28	-59.47	1.00e-05	1.00e-02
5mta[e]	-10.28	2.74	659.92	630.23	648.04	1.00e-05	1.00e-02
5oxpro[e]	-430.97	4.53	-162.94	-192.62	-174.81	1.00e-05	1.00e-02
ahcys[e]	-256.37	4.31	637.19	607.50	625.32	1.00e-05	1.00e-02
aicar[e]	-1584.30	2.12	-1006.36	-1036.05	-1018.23	1.00e-05	1.00e-02
anth[e]	-72.14	3.75	195.93	166.24	184.05	1.00e-05	1.00e-02
cbasp[e]	-752.09	2.72	-484.02	-513.71	-495.90	1.00e-05	1.00e-02
mal_L[e]	-844.29	1.90	-665.58	-695.27	-677.45	1.00e-05	1.00e-02
idour[e]	-1064.97	3.65	-662.85	-692.54	-674.73	1.00e-05	1.00e-02
5hoxindoa[e]	-177.45	4.56	179.95	150.26	168.08	1.00e-05	1.00e-02
glyald[e]	-437.36	1.72	-169.28	-198.97	-181.16	1.00e-05	1.00e-02
pep[e]	-1273.13	1.47	-1183.88	-1213.56	-1195.75	1.00e-05	1.00e-02
gudac[e]	-297.44	3.73	15.32	-14.37	3.45	1.00e-05	1.00e-02
Lkynr[e]	-171.01	5.50	365.02	335.33	353.15	1.00e-05	1.00e-02
cala[e]	-447.44	3.96	-134.68	-164.37	-146.56	1.00e-05	1.00e-02
crtn[e]	-90.51	2.66	222.25	192.57	210.38	1.00e-05	1.00e-02
kynate[e]	-190.71	4.10	77.37	47.68	65.49	1.00e-05	1.00e-02
3hanthrn[e]	-273.43	3.54	-5.36	-35.05	-17.24	1.00e-05	1.00e-02
hLkynr[e]	-302.19	5.62	233.83	204.14	221.96	1.00e-05	1.00e-02
quln[e]	-497.07	4.33	-363.09	-392.77	-374.96	1.00e-05	1.00e-02
2pg[e]	-1507.74	2.65	-1329.12	-1358.81	-1340.99	1.00e-05	1.00e-02
cholp[e]	-990.24	1.31	-409.55	-439.24	-421.43	1.00e-05	1.00e-02
cyst_L[e]	-533.93	5.57	91.47	61.78	79.59	1.00e-05	1.00e-02
cyst_L[c]	-533.93	5.57	74.89	45.20	63.01	1.00e-05	1.00e-02
dcmp[e]	-1312.94	2.69	-777.09	-806.78	-788.97	1.00e-05	1.00e-02
dmgly[e]	-251.96	3.35	150.14	120.45	138.27	1.00e-05	1.00e-02
ethamp[e]	-1090.50	1.84	-778.10	-807.79	-789.98	1.00e-05	1.00e-02
fum[e]	-602.31	1.39	-512.95	-542.64	-524.82	1.00e-05	1.00e-02
g3pc[e]	-663.23	2.36	275.05	245.36	263.18	1.00e-05	1.00e-02
icit[e]	-1162.76	1.75	-939.39	-969.08	-951.27	1.00e-05	1.00e-02
L2aadp[e]	-577.81	7.57	-131.05	-160.74	-142.92	1.00e-05	1.00e-02
xan[e]	78.31	1.94	256.85	227.16	244.97	1.00e-05	1.00e-02
xmp[e]	-555.52	1.64	-64.22	-93.91	-76.10	1.00e-05	1.00e-02
xtsn[e]	-414.35	1.92	121.81	92.12	109.93	1.00e-05	1.00e-02
3pg[e]	-1511.38	1.69	-1332.95	-1362.64	-1344.83	1.00e-05	1.00e-02
udpglcur[e]	-2540.59	5.20	-1693.64	-1723.33	-1705.52	1.00e-05	1.00e-02
glyc3p[e]	-1341.25	1.74	-1028.82	-1058.51	-1040.69	1.00e-05	1.00e-02
nicrnt[e]	-1627.28	3.96	-1091.29	-1120.98	-1103.17	1.00e-05	1.00e-02
orot5p[e]	-1802.63	4.21	-1358.69	-1388.38	-1370.57	1.00e-05	1.00e-02
hcys_L[e]	-270.36	3.91	131.71	102.03	119.84	1.00e-05	1.00e-02
retinal[e]	1.44	7.49	1252.48	1222.79	1240.61	1.00e-05	1.00e-02
argsuc[e]	-862.79	10.76	-103.32	-133.01	-115.20	1.00e-05	1.00e-02
acrn[e]	-504.97	5.23	299.27	269.58	287.40	1.00e-05	1.00e-02
pcrn[e]	-617.86	3.71	231.06	201.37	219.18	1.00e-05	1.00e-02
lneldccrn[e]	-456.83	8.49	1553.77	1524.08	1541.90	1.00e-05	1.00e-02
odecrn[e]	-502.78	6.48	1597.18	1567.50	1585.31	1.00e-05	1.00e-02
stcrn[e]	-511.59	5.84	1677.73	1648.04	1665.85	1.00e-05	1.00e-02
pmtcrn[e]	-526.34	4.68	1484.26	1454.57	1472.38	1.00e-05	1.00e-02
hdcecrn[e]	-526.34	4.68	1484.26	1454.57	1472.38	1.00e-05	1.00e-02
pcreat[e]	-741.49	2.83	-384.09	-413.78	-395.97	1.00e-05	1.00e-02
HC00342[e]	-923.45	1.78	-789.45	-819.14	-801.32	1.00e-05	1.00e-02
bgly[e]	-264.36	3.00	92.59	62.90	80.71	1.00e-05	1.00e-02
15kprostgf2[c]	-551.44	8.82	796.82	767.13	784.95	1.00e-05	1.00e-02
adpoh[c]	-804.75	3.43	-456.82	-486.51	-468.69	1.00e-05	1.00e-02
phlac[c]	-356.39	3.73	35.04	5.35	23.16	1.00e-05	1.00e-02
and19one[c]	-124.64	12.06	1006.17	976.48	994.29	1.00e-05	1.00e-02
ttdceacoa[c]	0.00	3.36	2423.73	2394.04	2411.86	1.00e-05	1.00e-02
21hprgnlone[c]	-217.99	12.03	1173.77	1144.08	1161.89	1.00e-05	1.00e-02
3mhis[c]	-285.64	3.12	192.32	162.63	180.44	1.00e-05	1.00e-02
hmcr[c]	-338.42	9.39	313.95	284.26	302.07	1.00e-05	1.00e-02
phacgly[c]	-340.55	4.17	94.32	64.63	82.44	1.00e-05	1.00e-02
pcholmyr_hs[e]	0.00	3.36	2099.96	2070.27	2088.09	1.00e-05	1.00e-02
pcholole_hs[e]	0.00	3.36	2368.04	2338.35	2356.17	1.00e-05	1.00e-02
peole_hs[e]	-725.63	6.73	1329.64	1299.95	1317.77	1.00e-05	1.00e-02
pcholpalme_hs[e]	-688.32	6.50	1501.00	1471.31	1489.13	1.00e-05	1.00e-02
pcholpalm_hs[e]	-685.91	6.58	1592.78	1563.09	1580.90	1.00e-05	1.00e-02
pepalm_hs[e]	-738.88	6.44	1227.03	1197.34	1215.16	1.00e-05	1.00e-02
pail_hs[e]	0.00	3.36	714.14	684.45	702.26	1.00e-05	1.00e-02
pailpalm_hs[e]	-2107.62	6.92	37.02	7.33	25.14	1.00e-05	1.00e-02
pcholste_hs[e]	0.00	3.36	2457.40	2427.71	2445.53	1.00e-05	1.00e-02
peste_hs[e]	-723.21	6.82	1421.42	1391.73	1409.54	1.00e-05	1.00e-02
pailste_hs[e]	-2091.96	7.30	231.40	201.71	219.53	1.00e-05	1.00e-02
pchol2linl_hs[e]	-639.33	6.76	1728.71	1699.02	1716.83	1.00e-05	1.00e-02
pe2linl_hs[e]	-688.84	6.67	1277.07	1247.38	1265.19	1.00e-05	1.00e-02
pchol2ole_hs[e]	-652.58	6.47	1715.46	1685.77	1703.58	1.00e-05	1.00e-02
pchol2palm_hs[e]	-1268.40	5.31	876.24	846.55	864.37	1.00e-05	1.00e-02
pchol2ste_hs[e]	0.00	3.36	2457.40	2427.71	2445.53	1.00e-05	1.00e-02
xolest183_hs[e]	-174.36	8.83	3131.96	3102.27	3120.08	1.00e-05	1.00e-02
xolest181_hs[e]	-232.27	5.83	3252.77	3223.08	3240.89	1.00e-05	1.00e-02
xolest205_hs[e]	-191.18	7.21	3115.14	3085.45	3103.26	1.00e-05	1.00e-02
xolest204_hs[e]	-200.36	6.50	3195.32	3165.63	3183.45	1.00e-05	1.00e-02
xolest226_hs[e]	-141.86	8.06	3253.82	3224.13	3241.94	1.00e-05	1.00e-02
pcholn15_hs[e]	-693.74	6.39	1495.58	1465.89	1483.71	1.00e-05	1.00e-02
pcholar_hs[e]	-640.74	7.60	1637.94	1608.25	1626.07	1.00e-05	1.00e-02
pcholn183_hs[e]	-658.07	7.70	1531.26	1501.57	1519.38	1.00e-05	1.00e-02
pcholn1836_hs[e]	-661.82	7.10	1527.50	1497.81	1515.62	1.00e-05	1.00e-02
pcholn19_hs[e]	-662.41	7.15	1884.35	1854.66	1872.48	1.00e-05	1.00e-02
pcholn201_hs[e]	-656.99	7.26	1889.77	1860.08	1877.89	1.00e-05	1.00e-02
pcholn204_hs[e]	0.00	3.36	2278.68	2248.99	2266.81	1.00e-05	1.00e-02
pcholn205_hs[e]	-631.57	8.30	1557.75	1528.07	1545.88	1.00e-05	1.00e-02
pcholn224_hs[e]	-625.32	7.10	1832.08	1802.39	1820.21	1.00e-05	1.00e-02
pcholn225_hs[e]	-616.15	7.82	1751.90	1722.21	1740.02	1.00e-05	1.00e-02
pcholn2254_hs[e]	-591.42	8.44	1776.62	1746.93	1764.75	1.00e-05	1.00e-02
pcholn226_hs[e]	-582.25	9.15	1696.43	1666.75	1684.56	1.00e-05	1.00e-02
pear_hs[e]	-693.71	7.45	1272.20	1242.51	1260.32	1.00e-05	1.00e-02
pe203_hs[e]	-695.37	7.93	1359.90	1330.21	1348.02	1.00e-05	1.00e-02
pe226_hs[e]	0.00	3.36	2055.28	2025.59	2043.41	1.00e-05	1.00e-02
pe224_hs[e]	-678.05	7.83	1466.58	1436.89	1454.71	1.00e-05	1.00e-02
pedh203_hs[e]	-699.13	7.33	1356.14	1326.45	1344.26	1.00e-05	1.00e-02
pe12_hs[e]	-770.20	5.69	838.26	808.58	826.39	1.00e-05	1.00e-02
pe14_hs[e]	-754.54	6.07	1032.65	1002.96	1020.77	1.00e-05	1.00e-02
pe161_hs[e]	-741.29	6.36	1135.26	1105.57	1123.38	1.00e-05	1.00e-02
pe13_hs[e]	-762.37	5.88	935.46	905.77	923.58	1.00e-05	1.00e-02
pe15_hs[e]	-715.34	6.12	1161.21	1131.52	1149.33	1.00e-05	1.00e-02
pe17_hs[e]	-731.05	6.63	1324.22	1294.54	1312.35	1.00e-05	1.00e-02
pcholn203_hs[e]	-646.40	6.62	1721.64	1691.95	1709.77	1.00e-05	1.00e-02
pailar_hs[e]	-2062.46	7.90	82.19	52.50	70.31	1.00e-05	1.00e-02
pcholn24_hs[e]	0.00	3.36	2993.56	2963.87	2981.69	1.00e-05	1.00e-02
pcholn261_hs[e]	-621.30	8.18	2461.63	2431.94	2449.75	1.00e-05	1.00e-02
pcholn281_hs[e]	-605.63	8.55	2656.01	2626.32	2644.13	1.00e-05	1.00e-02
pcholn28_hs[e]	-591.92	8.85	2759.08	2729.39	2747.20	1.00e-05	1.00e-02
pcholdoc_hs[e]	-565.97	9.12	2070.15	2040.46	2058.28	1.00e-05	1.00e-02
pcholeic_hs[e]	-662.87	7.16	1794.53	1764.84	1782.66	1.00e-05	1.00e-02
pcholet_hs[e]	-653.70	7.86	1714.34	1684.66	1702.47	1.00e-05	1.00e-02
pcholhep_hs[e]	0.00	3.36	2368.04	2338.35	2356.17	1.00e-05	1.00e-02
pchollinl_hs[e]	-667.24	6.99	1611.44	1581.75	1599.57	1.00e-05	1.00e-02
pelinl_hs[e]	-720.21	6.84	1245.70	1216.01	1233.82	1.00e-05	1.00e-02
sphmyln18114_hs[c]	-381.00	8.67	2924.32	2894.63	2912.44	1.00e-05	1.00e-02
sphmyln18121_hs[c]	-326.17	9.99	3588.03	3558.35	3576.16	1.00e-05	1.00e-02
sphmyln181221_hs[c]	-320.76	10.09	3593.45	3563.76	3581.58	1.00e-05	1.00e-02
sphmyln18122_hs[c]	-318.34	10.18	3682.85	3653.16	3670.98	1.00e-05	1.00e-02
sphmyln18123_hs[c]	-310.51	10.37	3777.67	3747.98	3765.79	1.00e-05	1.00e-02
sphmyln180241_hs[c]	-319.15	10.25	3856.01	3826.32	3844.13	1.00e-05	1.00e-02
sphmyln1824_hs[c]	-316.74	10.34	3945.41	3915.72	3933.53	1.00e-05	1.00e-02
sphmyln1825_hs[c]	-308.90	10.53	4040.22	4010.53	4028.35	1.00e-05	1.00e-02
sphmyln18115_hs[c]	-373.16	8.86	3019.13	2989.45	3007.26	1.00e-05	1.00e-02
sphmyln181161_hs[c]	-367.75	8.96	3024.55	2994.86	3012.67	1.00e-05	1.00e-02
sphmyln18116_hs[c]	-365.33	9.05	3113.95	3084.26	3102.08	1.00e-05	1.00e-02
sphmyln18117_hs[c]	-357.50	9.23	3208.77	3179.08	3196.89	1.00e-05	1.00e-02
sphmyln18118_hs[c]	-349.67	9.42	3303.58	3273.90	3291.71	1.00e-05	1.00e-02
sphmyln181181_hs[c]	-352.08	9.33	3214.18	3184.49	3202.31	1.00e-05	1.00e-02
sphmyln181201_hs[c]	-336.42	9.71	3403.82	3374.13	3391.94	1.00e-05	1.00e-02
sphmyln18120_hs[c]	-334.01	9.80	3493.22	3463.53	3481.34	1.00e-05	1.00e-02
xolest183_hs[l]	-174.36	8.83	2297.11	2267.42	2285.23	1.00e-05	1.00e-02
xolest182_hs[l]	-226.86	5.92	2311.41	2281.72	2299.53	1.00e-05	1.00e-02
tmndnc[l]	-94.51	9.85	873.55	843.86	861.67	1.00e-05	1.00e-02
xolest205_hs[l]	-191.18	7.21	2280.28	2250.60	2268.41	1.00e-05	1.00e-02
crvnc[l]	-57.69	10.05	977.09	947.40	965.21	1.00e-05	1.00e-02
xolest226_hs[l]	-141.86	8.06	2396.40	2366.71	2384.53	1.00e-05	1.00e-02
maglinl_hs[e]	-481.12	6.66	1216.72	1187.03	1204.85	1.00e-05	1.00e-02
magole_hs[e]	-486.54	6.57	1300.67	1270.98	1288.79	1.00e-05	1.00e-02
magpalm_hs[e]	-499.78	6.30	1198.06	1168.37	1186.18	1.00e-05	1.00e-02
magste_hs[e]	-484.12	6.67	1392.44	1362.75	1380.56	1.00e-05	1.00e-02
magarachi_hs[e]	-454.62	7.23	1243.22	1213.53	1231.35	1.00e-05	1.00e-02
pcholmyr_hs[c]	0.00	3.36	2044.15	2014.46	2032.27	1.00e-05	1.00e-02
pcholole_hs[c]	0.00	3.36	2305.10	2275.41	2293.22	1.00e-05	1.00e-02
peole_hs[c]	-725.63	6.73	1275.02	1245.33	1263.14	1.00e-05	1.00e-02
pcholpalme_hs[c]	-688.32	6.50	1442.81	1413.12	1430.94	1.00e-05	1.00e-02
pcholpalm_hs[c]	-685.91	6.58	1532.21	1502.52	1520.33	1.00e-05	1.00e-02
pepalm_hs[c]	-738.88	6.44	1174.78	1145.09	1162.91	1.00e-05	1.00e-02
pailpalm_hs[c]	-2107.62	6.92	-19.98	-49.67	-31.86	1.00e-05	1.00e-02
pcholste_hs[c]	0.00	3.36	2392.09	2362.40	2380.21	1.00e-05	1.00e-02
pchol2linl_hs[c]	-639.33	6.76	1665.77	1636.08	1653.89	1.00e-05	1.00e-02
pe2linl_hs[c]	-688.84	6.67	1224.82	1195.13	1212.94	1.00e-05	1.00e-02
pchol2ole_hs[c]	-652.58	6.47	1652.52	1622.83	1640.64	1.00e-05	1.00e-02
pchol2palm_hs[c]	-1268.40	5.31	819.24	789.55	807.36	1.00e-05	1.00e-02
pchol2ste_hs[c]	0.00	3.36	2392.09	2362.40	2380.21	1.00e-05	1.00e-02
pcholn15_hs[c]	-693.74	6.39	1437.39	1407.70	1425.52	1.00e-05	1.00e-02
pcholar_hs[c]	-640.74	7.60	1577.38	1547.69	1565.50	1.00e-05	1.00e-02
pcholn183_hs[c]	-658.07	7.70	1473.06	1443.38	1461.19	1.00e-05	1.00e-02
pcholn1836_hs[c]	-661.82	7.10	1469.31	1439.62	1457.43	1.00e-05	1.00e-02
pcholn19_hs[c]	-662.41	7.15	1816.66	1786.97	1804.78	1.00e-05	1.00e-02
pcholn201_hs[c]	-656.99	7.26	1822.08	1792.39	1810.20	1.00e-05	1.00e-02
pcholn204_hs[c]	0.00	3.36	2218.12	2188.43	2206.24	1.00e-05	1.00e-02
pcholn205_hs[c]	-631.57	8.30	1499.56	1469.87	1487.69	1.00e-05	1.00e-02
pcholn224_hs[c]	-625.32	7.10	1766.77	1737.08	1754.89	1.00e-05	1.00e-02
pcholn225_hs[c]	-616.15	7.82	1688.95	1659.27	1677.08	1.00e-05	1.00e-02
pcholn2254_hs[c]	-591.42	8.44	1713.68	1683.99	1701.81	1.00e-05	1.00e-02
pcholn226_hs[c]	-582.25	9.15	1635.87	1606.18	1623.99	1.00e-05	1.00e-02
pear_hs[c]	-693.71	7.45	1219.95	1190.26	1208.07	1.00e-05	1.00e-02
pe203_hs[c]	-695.37	7.93	1305.27	1275.58	1293.40	1.00e-05	1.00e-02
