http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=07LIN/ALG_1584	07LIN/ALG	spectrophotometry	A	1.1.1.87	homoisocitrate dehydrogenase	C05662 + C00003 = C00322 + C00288 + C00004	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate(aq) + NAD(ox) = 2-oxoadipate(aq) + carbon dioxide(aq) + NAD(red)		0.45	298.15		7.5		1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68KOH/JAK_142	68KOH/JAK	spectrophotometry	C	1.1.1.37	malate dehydrogenase	C00552 + C00003 = C00975 + C00004	meso-tartrate(aq) + NAD(aq) = (E)-dihydroxyfumarate(aq) + NADH(aq)		0.00034	298.15		8.13		2637
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68KOH/JAK_142	68KOH/JAK	spectrophotometry	C	1.1.1.37	malate dehydrogenase	C00552 + C00003 = C00975 + C00004	meso-tartrate(aq) + NAD(aq) = (E)-dihydroxyfumarate(aq) + NADH(aq)		5.3E-05	298.15		7.54		2638
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54BER/JOK_665	54BER/JOK	radioactive labelling and spectrophotometry	C	2.7.4.6	nucleoside-diphosphate kinase	C00002 + C00104 = C00008 + C00081	ATP(aq) + inosine 5'-diphosphate(aq) = ADP(aq) + inosine 5'-triphosphate(aq)		1	310.15		6		2639
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71GLO/POT_387	71GLO/POT	spectrophotometry	B	2.3.1.6	choline O-acetyltransferase	C00024 + C00114 = C00010 + C01996	acetyl-CoA(aq) + choline(aq) = CoA(aq) + O-acetylcholine(aq)		41	310.15		7.2		2640
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=82SAL/GIA_477	82SAL/GIA	spectrophotometry	C	2.4.2.8	hypoxanthine phosphoribosyltransferase	C00144 + C00262 = C00130 + C00242	GMP(aq) + hypoxanthine(aq) = IMP(aq) + guanine(aq)		0.38	310.15		7.4		2641
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=62RAV/WOL2_131	62RAV/WOL2	spectrophotometry	B	1.1.1.37	malate dehydrogenase	C00149 + C00003 = C00036 + C00004	(S)-malate(aq) + NAD(aq) = oxaloacetate(aq) + NADH(aq)		0.000104	298.15		8		2642
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=62SIL_356	62SIL		C	2.1.2.5	glutamate formiminotransferase	C00664 + C00025 = C00439 + C00101	5-formiminotetrahydrofolate(aq) + L-glutamate(aq) = N-formimino-L-glutamate(aq) + tetrahydrofolate(aq)		0.09	310.15		6.6		2643
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=00TEW/DAV_1625	00TEW/DAV	chromatography	A	5.4.99.6	isochorismate synthase	C00251 = C00885	chorismate(aq) = isochorismate(aq)		0.84	298.15	0.31	7.34		2644
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=00TEW/DAV_1626	00TEW/DAV	calorimetry and chromatography	A	5.4.99.6	isochorismate synthase	C00251 = C00885	chorismate(aq) = isochorismate(aq)			298.15	0.23	6.93		2645
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE_720	56STE	spectrophotometry	C	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0028	303.15		7		2646
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE_720	56STE	spectrophotometry	C	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.004	303.15		7.5		2647
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE_720	56STE	spectrophotometry	C	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0048	303.15		8.1	2.28	2648
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE_720	56STE	spectrophotometry	C	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0055	303.15		9.2		2649
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE_720	56STE	spectrophotometry	C	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0049	303.15		7.5	2.28	2650
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE_720	56STE	spectrophotometry	C	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0039	303.15		8.1		2651
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE_720	56STE	spectrophotometry	C	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.003	303.15		9.2	2.28	2652
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56STE_720	56STE	spectrophotometry	C	2.8.3.5	3-oxoacid CoA-transferase	C00091 + C00164 = C00042 + C00332	succinyl-CoA(aq) + acetoacetate(aq) = succinate(aq) + acetoacetyl-CoA(aq)		0.0046	303.15		7	2.28	2653
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=83YAM/SAI_261	83YAM/SAI	spectrophotometry	C	1.2.1.43	formate dehydrogenase (NADP+)	C00058 + C00006 + C00001 = C00288 + C00005	formate(aq) + NADP(aq) + H2O(l) = carbon dioxide(aq) + NADPH(aq)		650	328.15		7.5		2654
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68SUG/PIZ_203	68SUG/PIZ	spectrophotometry and fluorimetry	B	1.1.1.95	phosphoglycerate dehydrogenase	C00197 + C00003 = C03232 + C00004	3-phospho-D-glycerate(aq) + NAD(aq) = 3-phosphohydroxypyruvate(aq) + NADH(aq)		0.0019	298.15		7.5		2655
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68SUG/PIZ_203	68SUG/PIZ	spectrophotometry and fluorimetry	B	1.1.1.95	phosphoglycerate dehydrogenase	C00197 + C00003 = C03232 + C00004	3-phospho-D-glycerate(aq) + NAD(aq) = 3-phosphohydroxypyruvate(aq) + NADH(aq)		0.0022	310.15		7.5		2656
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54BOW/KER_636	54BOW/KER	enzymatic assay	C	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.38	274.15		6		2657
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54BOW/KER_636	54BOW/KER	enzymatic assay	C	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.39	293.15		6		2658
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54BOW/KER_636	54BOW/KER	enzymatic assay	C	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.31	293.15		6	3	2659
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54BOW/KER_636	54BOW/KER	enzymatic assay	C	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.48	313.15		6		2660
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=58HEA/HOR_1297	58HEA/HOR	polarimetry	C	5.3.1.4	L-arabinose isomerase	C00259 = C00508	L-arabinose(aq) = L-ribulose(aq)		0.16	310.15		7		2661
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=58HEA/HOR_1297	58HEA/HOR	polarimetry	C	5.3.1.4	L-arabinose isomerase	C00259 = C00508	L-arabinose(aq) = L-ribulose(aq)		0.19	326.15		7		2662
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=58HEA/HOR_1297	58HEA/HOR	polarimetry	C	5.3.1.4	L-arabinose isomerase	C00259 = C00508	L-arabinose(aq) = L-ribulose(aq)		0.11	298.15		7		2663
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=92DEM/ATT_1319	92DEM/ATT		C	5.3.1.5	xylose isomerase	C00031 = C00095	D-glucose(aq) = D-fructose(aq)		1.08	333.15		7.5		2664
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=99SAK/UTS_1605	99SAK/UTS	enzymatic assay	C	2.7.9.2	pyruvate, water dikinase	C00002 + C00022 + C00001 = C00020 + C00074 + C00009	ATP(aq) + pyruvate(aq) + H2O(l) = AMP(aq) + phosphoenolpyruvate(aq) + orthophosphate(aq)		52	323.15		6.5		2665
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=55BLA/WRI_587	55BLA/WRI	chromatography	C	2.7.2.4	aspartate kinase	C00002 + C00049 = C00008 + C03082	ATP(aq) + L-aspartate(aq) = ADP(aq) + 4-phospho-L-aspartate(aq)		0.00035	288.15		7		2666
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=89GOL/TEW_1405	89GOL/TEW	HPLC	A	5.4.2.2	phosphoglucomutase	C00103 = C00092	-D-glucose 1-phosphate(aq) =-D-glucose 6-phosphate(aq)		17.1	298.15		8.48		2667
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=61KLE_685	61KLE		D	2.7.7.9	UTP-glucose-1-phosphate uridylyltransferase	C00075 + C00103 = C00013 + C00029	UTP(aq) + D-glucose 1-phosphate(aq) = pyrophosphate(aq) + UDPglucose(aq)		1	298.15				2668
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=88MAC/FEW_201	88MAC/FEW	spectrophotometry	C	1.1.1.90	aryl-alcohol dehydrogenase	C00556 + C00003 = C00261 + C00004	benzyl alcohol(aq) + NAD(aq) = benzaldehyde(aq) + NADH(aq)		0.097	300.15		9.5		2669
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.04	303.15		7.6	2.4	2670
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.14	303.15		7.6	2.4	2671
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.265	303.15		7.6	1.4	2672
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.272	303.15		7.6	1.4	2673
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.23	303.15		7.9	2.61	2674
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.704	303.15		7.5	2.27	2675
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.09	303.15		7	2.61	2676
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.752	303.15		7	2.27	2677
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.23	303.15		6.06	2.61	2678
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.662	303.15		5	2.61	2679
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.862	303.15		5	2.27	2680
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.787	303.15		4.9	2.27	2681
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.09	303.15		7.6	2.4	2682
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.28	303.15		7.5	2.61	2683
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.826	303.15		5.57	2.27	2684
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.534	303.15		7.6	2.3	2685
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.909	303.15		6.06	2.61	2686
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.14	303.15		7.5	2.61	2687
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.87	303.15		6.04	2.27	2688
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.694	303.15		6.5	2.27	2689
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.699	303.15		7	2.27	2690
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.699	303.15		7	2.27	2691
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.84	303.15		5.49	2.61	2692
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.01	303.15		7.6	2.7	2693
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.709	303.15		5.6	2.61	2694
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		0.279	303.15		7.6	1.4	2695
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.11	303.15		6.56	2.61	2696
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.23	303.15		8.2	2.61	2697
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.25	303.15		7.9	2.61	2698
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.15	303.15		7.5	2.61	2699
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=2.&T1=71HOR/HUS_645	71HOR/HUS	paper chromatography and spectrophotometry	B	2.7.4.3	adenylate kinase	2 C00008 = C00020 + C00002	2 ADP(aq) = AMP(aq) + ATP(aq)		1.03	303.15		7.6	2.52	2700
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=57HOH_102	57HOH	spectrophotometry	C	1.1.1.27	L-lactate dehydrogenase	C00186 + C00003 = C00022 + C00004	(S)-lactate(aq) + NAD(aq) = pyruvate(aq) + NADH(aq)		0.0173	298.15		9.5		2701
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		1310	310.15		7	3.05	2702
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		1130	310.15		7	3.13	2703
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		975	310.15		7	3.42	2704
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		670	310.15		7	3.78	2705
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		412	310.15		7	4.21	2706
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		306	310.15		7	5.52	2707
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		622	310.15		7	3.68	2708
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		1540	310.15		7	2.66	2709
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		1930	310.15		7	2.63	2710
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		288	310.15		7	4.75	2711
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		490	310.15		7	4.08	2712
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		288	310.15		7	5.7	2713
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=78MEE/AKE_585	78MEE/AKE	spectrophotometry	B	1.2.1.12&2.7.2.3	glyceraldehyde-3-phosphate dehydrogenase and phosphoglycerate kinase	C00118 + C00008 + C00003 + C00009 = C00197 + C00002 + C00004	D-glyceraldehyde 3-phosphate(aq) + ADP(aq) + NAD(aq) + orthophosphate(aq) = 3-phospho-D-glycerate(aq) + ATP(aq) + NADH(aq)		817	310.15		7	3.48	2714
