met_id,abbreviation,chargedFormula,charge
1229,hpyr,C3H3O4,-1
1230,hs_deg1,C79H115N5O99S11,-12
1231,hs_deg2,C79H116N5O96S10,-11
1232,hs_deg6,C67H98N4O83S9,-10
1233,hs_deg7,C67H99N4O80S8,-9
1234,hs_deg12,C55H82N3O64S6,-7
1235,hs_deg13,C55H83N3O61S5,-6
1236,hs_deg18,C43H66N2O45S3,-4
1237,hs_deg19,C43H67N2O42S2,-3
1238,cortsn,C21H28O5,0
1239,andrstndn,C19H26O2,0
1240,cholcoaone,C48H74N7O21P3S,-4
1241,eandrstrn,C19H28O3,0
1242,andrstandn,C19H28O2,0
1243,prgnlone,C21H32O2,0
1244,17ahprgnlone,C21H32O3,0
1245,17ahprgstrn,C21H30O3,0
1246,xol7a,C27H46O2,0
1247,hs,C79H114N5O102S12,-13
1248,pyam5p,C8H12N2O5P,-1
1249,3ityr_L,C9H10INO3,0
1250,iodine,I2,0
1251,35diotyr,C9H9I2NO3,0
1252,hs_deg5,C67H97N4O86S10,-11
1253,idour,C6H9O7,-1
1254,hs_deg16,C49H72N2O54S4,-6
1255,hs_deg17,C43H65N2O48S4,-5
1256,hs_deg22,C37H56NO35S,-3
1257,hs_deg23,C31H49NO29S,-2
1258,cs_b_deg3,C37H55NO38S2,-4
1259,im4ac,C5H5N2O2,-1
1260,itacon,C5H4O4,-2
1261,4izp,C6H7N2O3,-1
1262,xylu_D,C5H10O5,0
1263,anth,C7H6NO2,-1
1264,4aphdob,C10H8NO4,-1
1265,kynate,C10H6NO3,-1
1266,3spyr,C3H2O6S,-2
1267,nformanth,C8H6NO3,-1
1268,lgnccrn,C31H61NO4,0
1269,cs_a_deg5,C23H36O24S,-2
1270,cs_c_deg5,C23H36O24S,-2
1271,cs_e_deg7,C23H35O27S2,-3
1272,lneldccrn,C25H45NO4,0
1273,lnlccrn,C25H45NO4,0
1274,lnlncacrn,C25H43NO4,0
1275,lnlncgcrn,C25H43NO4,0
1276,lanost,C30H50O,0
1277,Ssq23epx,C30H50O,0
1278,thp2c,C6H8NO2,-1
1279,pd3,C27H44O,0
1280,lum3,C27H44O,0
1281,trypta,C10H13N2,1
1282,Nmelys,CXH4,1
1283,Ndmelys,C2H7X,2
1284,Ntmelys,C3H10X,3
1285,6a2ohxnt,C6H11NO3,0
1286,nm4masn,C54H90N3O40X,0
1287,nm2masn,C42H70N3O30X,0
1288,m4masn,C46H77N2O35X,0
1289,n3m2masn,C58H96N5O40X,0
1290,n4m2masn,C66H109N6O45X,0
1291,m7masnB,C64H107N2O50X,0
1292,m8masn,C70H117N2O55X,0
1293,3mldz,C6H8N2O,0
1294,normete_L,C9H14NO3,1
1295,3mgcoa,C27H37N7O19P3S,-5
1296,mercplac,C3H5O3S,-1
1297,malACP,C14H22N2O10PRS,-2
1298,5mdru1p,C6H11O7PS,-2
1299,mescon,C5H4O4,-2
1300,mescoa,C26H35N7O19P3S,-5
1301,fna5moxam,C13H16N2O4,0
1302,6hoxmelatn,C13H16N2O3,0
1303,5pmev,C6H10O7P,-3
1304,mhista,C6H12N3,1
1305,mi13456p,C6H7O21P5,-10
1306,minohp,C6H6O24P6,-12
1307,mi1345p,C6H8O18P4,-8
1308,mi134p,C6H9O15P3,-6
1309,mi1346p,C6H8O18P4,-8
1310,mi13p,C6H10O12P2,-4
1311,mi34p,C6H10O12P2,-4
1312,mi1p_D,C6H11O9P,-2
1313,mi1456p,C6H8O18P4,-8
1314,mi145p,C6H9O15P3,-6
1315,mi14p,C6H10O12P2,-4
1316,mi4p_D,C6H11O9P,-2
1317,mi3456p,C6H8O18P4,-8
1318,mi3p_D,C6H11O9P,-2
1319,2mcacn,C7H5O6,-3
1320,micit,C7H7O7,-3
1321,m5masnC,C52H87N2O40X,0
1322,m5masnB2,C52H87N2O40X,0
1323,m6masnA,C58H97N2O45X,0
1324,m6masnB1,C58H97N2O45X,0
1325,m7masnC,C64H107N2O50X,0
1326,mmcoa_S,C25H35N7O19P3S,-5
1327,mmcoa_R,C25H35N7O19P3S,-5
1328,5mta,C11H15N5O3S,0
1329,5mdr1p,C6H11O7PS,-2
1330,4aabutn,C6H10NO3,-1
1331,ksi_deg7,C210H337N15O181S10,-10
1332,ksi_deg10,C188H302N13O163S9,-9
1333,ksi_deg13,C174H280N12O150S8,-8
1334,ksi_deg16,C160H258N11O137S7,-7
1335,ksi_deg19,C146H236N10O124S6,-6
1336,ksi_deg22,C132H214N9O111S5,-5
1337,ksi_deg25,C118H192N8O98S4,-4
1338,ksi_deg28,C104H170N7O85S3,-3
1339,ksi_deg31,C90H148N6O72S2,-2
1340,ksi_deg34,C76H126N5O59S1,-1
1341,cs_a_deg1,C45H68N2O43S2,-4
1342,ksi_deg37,C62H104N4O46,0
1343,ksii_core2_deg4,C58H95N5O43SX,-1
1344,ksii_core2_deg7,C44H73N4O30X,0
1345,ksii_core4_deg4,C66H108N6O48SX,-1
1346,cs_a_deg4,C31H49NO29S,-2
1347,cs_b_deg1,C45H67N2O46S3,-5
1348,cs_b_deg2,C37H54NO41S3,-5
1349,cs_c_deg1,C45H68N2O43S2,-4
1350,cs_c_deg4,C31H49NO29S,-2
1351,cs_d_deg1,C45H66N2O49S4,-6
1352,cs_d_deg2,C37H53NO44S4,-6
1353,cs_d_deg5,C31H48NO32S2,-3
1354,cs_d_deg6,C23H35O27S2,-3
1355,cs_e_deg2,C45H66N2O49S4,-6
1356,cs_e_deg6,C31H48NO32S2,-3
1357,carn, ROS and free radicals scavenging ability (PMID 16406688). Carnosine is a biomarker for the consumption of meat. Carnosine is found to be associated with carnosinuria," which is an inborn error of metabolism."""
1358,nicrns,C11H13NO6,0
1359,nicrnt,C11H12NO9P,-2
1360,nmn,C11H14N2O8P,-1
1361,nmptrc,C5H16N2,2
1362,1mpyr,C5H10N,1
1363,nwharg,C6H15N4O3,1
1364,r1p,C5H9O8P,-2
1365,nrvnccrn,C31H59NO4,0
1366,sT_antigen,C25H40N2O18X,-1
1367,xtsn,C10H12N4O6,0
1368,dimp,C10H11N4O7P,-2
1369,xtp,C10H11N4O15P3,-4
1370,orot5p,C10H10N2O11P,-3
1371,xoltetrol,C27H48O4,0
1372,thcholst,C27H46O4,0
1373,thcholstoic,C27H45O5,-1
1374,xol7ah3,C27H48O3,0
1375,xol7ah2al,C27H46O3,0
1376,xol27oh,C27H46O2,0
1377,xol24oh,C27H46O2,0
1378,hnifedipine,C17H18N2O7,0
1379,12harachd,C20H31O3,-1
1380,wharachd,C20H31O3,-1
1381,leuktrB4woh,C20H31O5,-1
1382,18harachd,C20H31O3,-1
1383,leuktrB4wcooh,C20H28O6,-2
1384,20ahchsterol,C27H46O2,0
1385,pac,476920, 6857245). Phenylacetate is also found in essential oils
1386,phaccoa,C29H38N7O17P3S,-4
1387,pail45p_hs,C9H14O15P3FULLRCO2FULLR2CO2,-5
1388,pail4p_hs,C9H15O12P2FULLRCO2FULLR2CO2,-3
1389,pan4p,C11H21N2O7PS,-2
1390,ptth,C11H22N2O4S,0
1391,am6sa,C6H7NO3,0
1392,pcollglys,C7H14N3O2R2,1
1393,pcollg5hlys,C6H14N2O3,0
1394,pdx5p,C8H10NO6P,-2
1395,pydx5p,C8H8NO6P,-2
1396,peamn,C8H12N,1
1397,pacald,C8H8O,0
1398,pecgoncoa,C30H46N8O18P3S,-3
1399,3php,C3H2O7P,-3
1400,prostgh2,C20H31O5,-1
1401,prostgi2,C20H31O5,-1
1402,2pglyc,C2H2O6P,-3
1403,pgp_hs,C6H11O9P2FULLRCO2FULLR2CO2,0
1404,1p3h5c,C5H6NO3,-1
1405,phpyr, sweat and urine (due to phenylacetate accumulation); and a tendency to hypopigmentation and eczema are also observed. The neural-development effects of PKU are primarily due to the disruption of neurotransmitter synthesis. In particular, phenylalanine is a large
1406,thbpt4acam,C9H15N5O4,0
1407,pail345p_hs,C9H13O18P4FULLRCO2FULLR2CO2,-7
1408,pail34p_hs,C9H14O15P3FULLRCO2FULLR2CO2,-5
1409,pail3p_hs,C9H15O12P2FULLRCO2FULLR2CO2,-3
1410,pail35p_hs,C9H14O15P3FULLRCO2FULLR2CO2,-5
1411,pail5p_hs,C9H15O12P2FULLRCO2FULLR2CO2,-3
1412,pepslys,X,0
1413,tmlys,C9H20N2O2,0
1414,ppmi12346p,C6H6O27P7,-13
1415,ppmi1346p,C6H7O24P6,-11
1416,rnam,C11H15N2O5,1
1417,cysam,C2H8NS,1
1418,4ppan,C9H15NO8P,-3
1419,4ppcys,C12H20N2O9PS,-3
1420,prpncoa,C24H34N7O17P3S,-4
1421,2hyoxplac,C8H7O3,-1
1422,fpram,C8H15N3O8P,-1
1423,prgnlones,C21H31O5S,-1
1424,4hpro_LT,C5H9NO3,0
1425,pser_L,C3H6NO6P,-2
1426,ptdcacrn,C22H43NO4,0
1427,6pthp,C9H11N5O3,0
1428,pylald,C10H14O,0
1429,peracd,C10H13O2,-1
1430,quln,C7H3NO4,-2
1431,retinal_cis_13,C20H28O,0
1432,retinal_11_cis,C20H28O,0
1433,retinal_cis_9,C20H28O,0
1434,rbl_D,C5H10O5,0
1435,retinol_cis_13,C20H30O,0
1436,retncoa,C41H58N7O17P3S,-4
1437,trdrd,XH2,0
1438,trdox,X,0
1439,xu5p_D,C5H9O8P,-2
1440,Rtotal2crn,CO2FULLR2C7H14NO2,0
1441,Rtotal3crn,CO2FULLR3C7H14NO2,0
1442,Rtotalcrn,CO2FULLRC7H14NO2,0
1443,cs_d_pre5,C45H65N2O48S4X,-6
1444,cs_b_pre5,C45H66N2O45S3X,-5
1445,hs_pre12,C79H119N5O83S6X,-7
1446,hs_pre13,C79H116N5O92S9X,-10
1447,hs_pre14,C79H115N5O95S10X,-11
1448,hs_pre15,C79H114N5O98S11X,-12
1449,hs_deg11,C55H81N3O67S7,-8
1450,cs_e_pre5a,C45H64N2O51S5X,-7
1451,cs_e_pre5b,C45H64N2O51S5X,-7
1452,cs_e_deg1,C45H65N2O52S5,-7
1453,cs_e_deg5,C31H47NO35S3,-4
1454,ksi_deg4,C222H355N15O197S12,-12
1455,ksii_core2_deg1,C70H113N5O59S3X,-3
1456,ksii_core4_deg1,C78H126N6O64S3X,-3
1457,saccrp_L,C11H19N2O6,-1
1458,sbt_D,C6H14O6,0
1459,selhcys,C4H9NO2Se,0
1460,dtt,C4H10O2S2,0
1461,selcys,C3H7NO2Se,0
1462,dttOX,C4H8O2S2,0
1463,seln,HSe,-1
1464,selcyst,C7H14N2O4Se,0
1465,selmeth,C5H11NO2Se,0
1466,selnp,H2O3PSe,-1
1467,hxdcal,C16H32O,0
1468,acngalgbside_hs,C61H105N3O35FULLRCO,-1
1469,sphmyln_hs,C23H48N2O5PFULLRCO,0
1470,spmd,C7H22N3,3
1471,sql,C30H50,0
1472,f5hoxkyn,C10H13N2O3,1
1473,nmthsrtn,C11H15N2O,1
1474,gm1b_hs,C55H95N3O30FULLRCO,-1
1475,gd1a_hs,C66H111N4O38FULLRCO,-2
1476,gt1b_hs,C77H127N5O46FULLRCO,-3
1477,gt1alpha_hs,C77H127N5O46FULLRCO,-3
1478,gq1c_hs,C88H143N6O54FULLRCO,-4
1479,strdnccrn,C25H41NO4,0
1480,t2m26dcoa,C31H46N7O17P3S,-4
1481,34dhcinm,C9H7O4,-1
1482,s7p,C7H13O10P,-2
1483,e4p,C4H7O7P,-2
1484,thmpp,C12H16N4O7P2S,-2
1485,dtdp4d6dg,C16H22N2O15P2,-2
1486,dtdp4d6dm,C16H22N2O15P2,-2
1487,dtdprmn,C16H24N2O15P2,-2
1488,tetpent3crn,C31H51NO4,0
1489,tetpent6crn,C31H51NO4,0
1490,tettet6crn,C31H53NO4,0
1491,phom,C4H8NO6P,-2
1492,tmndnccrn,C27H43NO4,0
1493,ts3,C27H44O,0
1494,ttdcrn,C21H41NO4,0
1495,tym,C8H12NO,1
1496,udpxyl,C14H20N2O16P2,-2
1497,ahandrostan,C19H30O2,0
1498,uppg3,C40H36N4O16,-8
1500,HC00250,HS,-1
1501,HC01104,C6H4NO6P,-2
1502,HC01361,C9H13N5O4,0
1503,HC01440,C6H10O6,0
1504,HC01441,C12H21O14P,-2
1505,HC01444,C9H18O8,0
1506,HC01446,C12H20O11,0
1507,HC01577,C9H12N3O5,-1
1508,HC01609,C40H36N4O16,-8
1509,cpppg1,C36H40N4O8,-4
1510,HC01700,C8H13N3O3,0
1511,HC02160,X,0
1512,HC02161,X,0
1513,HC02119,X,0
1514,HC00822,C16H28N2O11,0
1515,HC00617,X,0
1516,HC00619,X,0
1517,HC01672,C12H15N5O8P,-1
1518,HC01434,C6H3O7,-3
1519,HC00591,C5H6NO4,-1
1520,HC01651,C10H14N5O15P3,-4
1521,HC01435,C16H21N4O10P2S,-3
1522,HC01118,C30H49O7P2,-3
1523,HC01496,C6H8NO5,-1
1524,HC01668,C13H17N5O8P,-1
1525,HC01162,C20H29N4O17P,-2
1526,HC01408,C27H40N7O18P3S,-4
1527,HC00342,C6H3O6,-3
1528,HC01161,X,0
1529,HC00682,C10H19NO2S2,0
1530,HC00695,C12H20NO4S2,-1
1531,2mpdhl,C12H23NO2S2,0
1532,HC01377,C13H25NO2S2,0
1533,HC01115,C11H18NO10,-1
1534,HC01254,C9H13N5O3,0
1535,HC00361,C7H12O13P2,-4
1536,HC10859,C10H17NO6,-2
1537,HC01712,C13H22NO4S2,-1
1538,HC00576,C10H15N4O3,-1
1539,HC00718,C3H9NO4P,-1
1540,HC01522,C7H6O3,0
1541,HC00460,C7H5O4,-1
1542,HC00900,C4H4O4,-2
1543,HC01231,C12H21N2O6S,-1
1544,HC01501,HO3S2,-1
1545,HC00832,C6H12O5,0
1546,HC01376,C13H25NO2S2,0
1547,HC00664,C6H11O9P,-2
1548,HC01180,C6H10O12P2,-4
1549,HC01415,C29H44N7O17P3S,-4
1550,c8crn,C15H29NO4,0
1551,C02470,C10H6NO4,-1
1552,HC00955,C4H5N2O2,-1
1553,C02528,C24H39O4,-1
1554,HC01412,C35H56N7O17P3S,-4
1555,3hddcoa,C33H54N7O18P3S,-4
1556,HC01223,C25H38N7O18P3S,-4
1557,HC01587,X,0
1558,HC01321,C4H7O2SR,0
1559,HC01255,C4H5OSR,0
1560,HC01588,X,0
1561,HC01322,C10H19O2SR,0
1562,HC01596,X,0
1563,HC01597,C10H17OSR,0
1564,HC01323,C8H15O2SR,0
1565,HC01593,X,0
1566,HC01594,C8H13OSR,0
1567,HC01326,C16H31O2SR,0
1568,HC01605,X,0
1569,HC01606,C16H29OSR,0
1570,HC01602,X,0
1571,HC01603,X,0
1572,HC01710,C9H14N5O14P3,-4
1573,HC01601,C12H21OSR,0
1574,HC01397,C37H62N7O18P3S,-4
1575,3htdcoa,C35H58N7O18P3S,-4
1576,3hdcoa,C31H50N7O18P3S,-4
1577,dc2coa,C31H48N7O17P3S,-4
1578,HC01405,C29H46N7O18P3S,-4
1579,HC01406,C29H44N7O18P3S,-4
1580,HC01407,C27H42N7O18P3S,-4
1581,HC01459,C48H76N7O21P3S,-4
1582,HC01589,X,0
1583,HC01590,C6H11O2SR,0
1584,HC01591,C6H9OSR,0
1585,HC01592,X,0
1586,HC01595,C8H15ORS,0
1587,HC01598,C10H19ORS,0
1588,HC01599,X,0
1589,HC01600,C12H23O2SR,0
1590,HC01652,C9H14N5O14P3,-4
1591,HC02228,C16H30O,0
1592,HC01842,C4H10NO4P,-2
1593,HC01797,CH3X,0
1594,HC00001,X,0
1595,HC00002,X,0
1596,HC00003,X,0
1597,HC00004,X,0
1598,HC00319,C3H2O4,-2
1599,HC01787,X,0
1600,HC01852,X,0
1601,HC01939,X,0
1602,HC01942,X,0
1603,HC01943,X,0
1604,HC01944,X,0
1605,HC00005,X,0
1606,HC02222,X,0
1607,HC00006,X,0
1608,HC00007,X,0
1609,HC00008,X,0
1610,HC00009,X,0
1611,HC02110,C28H46O,0
1612,HC02020,C43H76O2,0
1613,HC02021,C43H74O2,-1
1614,HC02022,C45H80O2,0
1615,HC02023,C45H78O2,0
1616,HC02024,C45H76O2,0
1617,HC02025,C45H74O2,0
1618,HC02026,C45H74O2,0
1619,HC02027,C47H76O2,0
1620,HC02029,C19H37O7P,-2
1621,HC02030,C19H35O7P,-2
1622,HC02031,C21H41O7P,-2
1623,HC02032,C21H39O7P,-2
1624,HC02033,C21H37O7P,-2
1625,HC02036,C23H37O7P,-2
1626,HC02097,X,0
1627,HC02098,C18H35O2SR,0
1628,HC02099,C18H33OSR,0
1629,HC01988,X,0
1630,HC02111,X,0
1631,HC02112,X,0
1632,HC02113,X,0
1633,HC02114,X,0
1634,HC02115,X,0
1635,HC02116,X,0
1636,HC02121,C11H18N3O7S,-1
1638,HC02136,C48H81O41X,0
1639,HC02223,X,0
1640,HC10856,C39H62N7O17P3S,-4
1641,HC10857,C39H64N7O18P3S,-4
1642,HC10858,C39H62N7O18P3S,-4
1643,HC02192,C26H44NO5S,-1
1644,HC02193,C26H42NO4,-1
1645,HC02195,C26H45NO6S,0
1646,HC02196,C26H43NO5,0
1647,HC02220,C24H38O7S,-2
1648,HC02154,X,0
1649,HC02199,X,0
1650,HC02200,C16H17N5O10S,-2
1651,HC02201,C23H25Cl2N3O9S,-2
1653,HC02191,C24H39O3,-1
1654,HC02194,C24H39O4,-1
1655,HC02197,C26H41NO7S,-2
1656,HC02198,C26H43NO8S2,-2
1657,HC02187,C15H12I3NO4,0
1658,HC02180,C20H33O6,-1
1659,HC02202,C20H31O4,-1
1660,HC02203,C20H29O4,-1
1661,HC02204,C20H31O4,-1
1662,HC02205,C20H29O4,-1
1663,HC02206,C20H31O4,-1
1664,HC02207,C20H29O4,-1
1665,HC02208,C20H33O5,-1
1666,HC02210,C20H29O5,-1
1667,HC02213,C20H29O5,-1
1668,HC02214,C20H35O5,-1
1669,HC02216,C20H33O5,-1
1670,HC02217,C20H31O6,-1
1671,no2,NO2,-1
1672,C01241,C8H14NO8PR2,0
1673,C04308,C9H15NO8PR2,-1
1674,glcn,C6H11O7,-1
1675,CE2421,C39H62N7O18P3S,-4
1676,CE0713,C39H60N7O18P3S,-4
1677,C10164,C6H4NO2,-1
1678,CE2251,C41H68N7O18P3S,-4
1679,CE2247,C41H70N7O18P3S,-4
1680,CE2243,C41H68N7O17P3S,-4
1681,CE2250,C43H72N7O18P3S,-4
1682,CE2246,C43H74N7O18P3S,-4
1683,CE2242,C43H72N7O17P3S,-4
1684,docoscoa,C43H74N7O17P3S,-4
1685,CE2253,C45H76N7O18P3S,-4
1686,CE2249,C45H78N7O18P3S,-4
1687,CE2245,C45H76N7O17P3S,-4
1688,docosac,C22H43O2,-1
1689,CE2248,C39H66N7O18P3S,-4
1690,CE1935,C10H26N3O,3
1691,CE1940,C7H18N2O,2
1692,CE1943,C7H14NO2,1
1693,CE1944,C4H8N,1
1694,CE2011,CHNOS,0
1695,CE1936,C10H22N2O2,2
1696,CE1939,C7H18N2O,2
1697,CE2705,C9H13N5O3,0
1698,CE1787,C12H25N2O7,1
1699,CE2846,C12H24N2O10P,-1
1700,CE2847,C8H15NO7,0
1701,CE2848,C8H14NO10P,-2
1702,CE2870,C15H12I2NO7S,-1
1703,CE2866,C15H13I2NO4,0
1704,maltttr,C24H42O21,0
1705,CE2873,C15H12I2NO7S,-1
1706,CE2872,C15H13I2NO4,0
1707,CE2875,C15H13INO7S,-1
1708,CE2874,C15H14INO4,0
1709,CE2876,C21H20I2NO10,-1
1710,CE2877,C21H18I4NO10,-1
1711,CE2754,C15H12I3NO4,0
1712,CE2878,C21H19I3NO10,-1
1713,CE2879,C21H19I3NO10,-1
1714,CE2880,C21H20I2NO10,-1
1715,CE2881,C14H7I4O4,-1
1716,CE2885,C20H14I4O10,-2
1717,CE2882,C14H8I3O4,-1
1718,CE2886,C20H15I3O10,-2
1719,maltpt,C30H52O26,0
1720,CE2883,C14H8I3O4,-1
1721,CE2887,C20H15I3O10,-2
1722,CE2884,C14H9I2O4,-1
1723,CE2888,C20H16I2O10,-2
1724,malthx,C36H62O31,0
1725,CE2915,C44H60N7O11,-1
1726,CE4722,C38H49N6O10,-1
1727,CE2916,C35H51N6O10,-1
1728,CE4723,C29H40N5O9,-1
1729,CE2917,C69H114N23O16S,3
1730,CE4724,C60H105N22O15S,3
1731,malthp,C42H72O36,0
1732,CE2839,C60H102O51,0
1733,CE2838,C54H92O46,0
1734,CE1950,CH2NO2S,0
1735,cynt,CNO,-1
1736,C01836,C78H122N21O20,1
1737,CE2862,C57H91N18O16,1
1738,CE2863,C21H33N3O5,0
1739,CE2858,C46H74N14O10,2
1740,CE2751,C28H37N5O7,0
1741,CE2890,C18H39N9O4,2
1742,CE2891,C74H118N21O17,3
1743,CE4753,C20H40N5O6,1
1744,CE4754,C26H45N11O6,2
1745,CE0737,C3H3O2,-1
1746,CE1243,C17H26O3,-1
1747,CE1352,C21H31O6S,-1
1748,N1aspmd,C9H23N3O,2
1749,n8aspmd,C9H23N3O,2
1750,CE1059,C11H24N3O2,1
1751,N1sprm,C12H31N4O,3
1752,C03413,C14H32N4O2,2
1753,CE2028,C5H8O3,-1
1754,CE2201,C27H44O3,0
1755,CE2202,C27H44O4,0
1756,CE2203,C27H42O4,0
1757,CE2204,C27H40O4,0
1758,C01507,C6H14O6,0
1759,srb_L,C6H12O6,0
1760,CE5101,C11H15O16P2R2,-3
1761,CE0469,C8H13N2O5,-1
1762,C03693,C6H10O12P2,-4
1763,CE2434,C39H60N7O17P3S,-4
1764,CE0849,C37H58N7O17P3S,-4
1765,CE2433,C37H56N7O17P3S,-4
1766,CE0785,C35H54N7O17P3S,-4
1767,CE2432,C35H52N7O17P3S,-4
1768,C05279,C33H50N7O17P3S,-4
1769,CE2420,C33H52N7O18P3S,-4
1770,CE2417,C35H54N7O18P3S,-4
1771,CE2418,C37H58N7O18P3S,-4
1772,CE2422,C37H56N7O18P3S,-4
1773,CE2424,C35H52N7O18P3S,-4
1774,CE0693,C33H50N7O18P3S,-4
1775,C05280,C33H50N7O17P3S,-4
1776,CE4788,C5H9NO2,0
1777,CE2180,C18H22O3,0
1778,C05298,C18H22O3,0
1779,C05301,C18H24O3,0
1780,CE2183,C19H26O3,0
1781,CE2186,C19H26O3,0
1782,CE2189,C19H24O3,0
1783,C05299,C19H24O3,0
1784,CE2184,C19H24O3,0
1785,CE5250,C18H22O3,0
1786,CE5239,C28H38N3O9S,-1
1787,CE4888,C8H7NO2,0
1788,CE5277,C8H8NO2,0
1789,CE5278,C9H6NO4,-2
1790,CE5256,C18H20O3,0
1791,CE5252,C18H20O3,0
1792,CE5255,C18H20O3,0
1793,CE5251,C18H20O3,0
1794,CE5254,C18H22O3,0
1795,CE5253,C18H22O3,0
1796,CE5249,C18H22O3,0
1797,CE5236,C9H13N5O3,0
1798,CE1918,C10H11NO2,0
1799,CE0233,C27H48O3,0
1800,CE1272,C27H48O4,0
1801,CE1273,C27H48O5,0
1802,CE1277,C27H48O5,0
1803,CE1279,C27H48O5,0
1804,CE1278,C27H48O5,0
1805,CE5242,C28H36N3O9S,-1
1806,CE5243,C28H38N3O9S,-1
1807,CE5244,C28H36N3O9S,-1
1808,CE4990,C20H29O4,-1
1809,CE5531,C30H45N3O10S,-2
1810,CE4993,C30H47N3O10S,-2
1811,CE1298,C27H44O2,0
1812,CE1292,C27H43O3,-1
1813,CE3038,C27H43O4,-1
1814,CE2345,C27H41O4,-1
1815,CE1589,C45H70N7O19P3S,-4
1816,tdechola,C26H44NO6S,-1
1817,23cump,C9H10N2O8P,-1
1818,3ump,C9H11N2O9P,-2
1819,CE5586,C7H20N3,3
1820,CE5588,C10H25N3O2,2
1821,CE1617,C20H27O2,-1
1822,CE5591,C20H28O2,0
1823,CE5592,C20H28O2,0
1824,CE5593,C20H28O2,0
1825,CE5594,C20H27O2,-1
1826,CE1261,C12H16N2O6S,0
1827,CE5026,C19H25N4O10S,-1
1828,CE1262,C12H14N2O6S,0
1829,C09642,C10H14NO2,1
1830,CE5626,C11H13NO4,0
1831,CE5627,C12H15NO4,0
1832,CE5629,C10H11NO2,0
1833,C09640,C11H16NO2,1
1834,CE4890,C11H16NO2,1
1835,C06350,C16H18NO4,1
1836,CE1401,C4H8NOS,1
1837,CE1761,C20H30O2,0
1838,CE5653,C20H25O3,-1
1839,CE5654,C20H25O3,-1
1840,CE2957,C20H27O3,-1
1841,CE5656,C18H25N5O8PS2,-1
1842,CE2566,C20H29O4,-1
1843,CE2568,C20H31O5,-1
1844,CE5661,C20H29O5,-1
1845,CE5662,C20H31O5,-1
1846,CE2569,C20H31O5,-1
1847,C11695,C22H37NO2,0
1848,CE5698,C12H11N2O5S,-1
1849,CE5272,C12H13N2O5S,-1
1850,CE1264,C8H7NS,0
1851,CE5274,C11H14N2O4S,0
1852,C02712, this is acute and unlikely to result in permanent damage. However, a 10-fold larger dose
1853,CE1554,C5H8NO3,-1
1854,CE1556,C6H9N2O4,-1
1855,C02356,C4H9NO2,0
1856,CE1661,C9H15N2O5,-1
1857,CE1665,C15H22N4O9S,-2
1858,CE2565,C20H31O3,-1
1859,CE1957,C8H5NO5,-2
1860,C13856,C23H38O4,0
1861,CE5700,C23H38O6,0
1862,CE3481,C23H37O7P,-2
1863,CE5726,C23H38O7,0
1864,CE5727,C23H38O7,0
1865,CE4980,C23H38O7,0
1866,CE5730,C23H36O6,0
1867,C05957,C20H29O4,-1
1868,CE4877,C20H27O3,-1
1869,CE2065,C11H15N4O4,-1
1870,CE2026,C7H10NO3,-1
1871,dchac,C24H39O4,-1
1872,CE2020,C22H34NO3,-1
1873,CE2176,C10H13NO4,0
1874,C02442,C9H14NO,1
1875,bgly,C9H8NO3,-1
1876,CE2934,C10H10NO3,0
1877,CE2152,C11H13N2,1
1878,CE2153,C11H13N2O,1
1879,CE2172,C9H12NO2,1
1880,CE2173,C10H13NO3,0
1881,CE2174,C9H12NO3,1
1882,CE2122,C11H11NO2,0
1883,CE5747,C42H58NO,1
1884,CE5752,C42H58NO,1
1885,CE5753,C42H58NO,1
1886,CE5754,C42H58NO,1
1887,CE5755,C42H58NO,1
1888,CE2953,C20H27O3,-1
1889,CE2958,C26H35O9,-1
1890,CE2961,C22H32O3,0
1891,CE2962,C28H39O9,-1
1892,CE5756,C26H35O8,-1
1893,CE5757,C26H33O9,-1
1894,CE1162,C20H28O,0
1895,CE2955,C20H25O2,-1
1896,C03681,C21H32O2,0
1897,CE2211,C21H34O2,0
1898,CE5072,C21H34O3,0
1899,CE5082,C9H15N2O5S,-1
1900,CE5775,C42H58NO,1
1901,CE5776,C42H58NO,1
1902,CE1293,C27H44O2,0
1903,CE1297,C27H44O,0
1904,CE1294,C27H44O2,0
1905,CE1310,C5H8NO3S,-1
1906,C05300,C18H22O3,0
1907,CE2963,C20H27O3,-1
1908,CE2964,C20H27O3,-1
1909,CE5932,C20H30O2,0
1910,CE5013,C20H30O2,0
1911,CE5014,C20H28,0
1912,CE3136,C20H27O3,-1
1913,CE5782,C77H108N18O19S2,2
1914,CE5783,C72H100N16O17S2,2
1915,CE5786,C56H87N17O11,2
1916,CE5788,C41H67N15O9,2
1917,CE5789,C50H76N16O10,2
1918,CE5794,C52H74N15O12S,1
1919,CE5795,C12H22N4O5,0
1920,CE5796,C40H54N11O8S,1
1921,CE5797,C32H51N5O7,0
1922,CE5798,C26H40N4O6,0
1923,CE5456,C6H11O3,-1
1924,CE5276,C8H10NO2,1
1925,CE5025,C18H26N4O8S,0
1926,CE5787,C15H31N6O4,1
1927,CE5791,C35H47N10O7,1
1928,C03958,C16H22N6O4,0
1929,CE5820,C11H18N5O2,1
1930,CE5241,C28H38N3O9S,-1
1931,CE5240,C28H36N3O9S,-1
1932,CE5021,C29H52O3,0
1933,CE5022,C29H50O3,0
1934,CE2072,C7H17N2O2,1
