http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=07LIN/ALG_1584	07LIN/ALG	spectrophotometry	A	1.1.1.87	homoisocitrate dehydrogenase	C05662 + C00003 = C00322 + C00288 + C00004	(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate(aq) + NAD(ox) = 2-oxoadipate(aq) + carbon dioxide(aq) + NAD(red)		0.45	298.15		7.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		4.86	298.15		7.46	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		5.06	298.15		7.88	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		5.1	298.15		7.88	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		5.92	298.15		7.88	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		5.15	298.15		7.94	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		5.08	298.15		8.25	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		3.19	298.15		6.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		3.36	298.15		6.34	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		4	298.15		6.84	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		4.71	298.15		7.85	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		4.97	298.15		8.25	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		5	298.15		8	3
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		4.29	298.15		7.5	2
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		2.12	298.15		5.92	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=3.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		3.32	298.15		6.23	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		3.32	298.15		6.23	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		3.61	298.15		6.55	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		4.43	298.15		7	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		4.7	298.15		7.38	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		5.25	298.15		7.88	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		4.8	298.15		7.16	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		5.25	298.15		8.25	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		5.28	307.5		7.5	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		5.05	298.15		8.25	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		3.78	298.15		6.43	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		4.24	298.15		6.84	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		4.97	298.15		7.16	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		5.25	298.15		7.85	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		2.76	298.15		6.13	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		3.27	298.15		8.08	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		2.65	298.15		6	2
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		3.89	298.15		7.28	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		3.16	298.15		6.9	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		2.55	298.15		6.13	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		2.32	298.15		5.92	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=4.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		2.5	298.15		6	3
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=5.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		2.5	298.15		6	3
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=5.&T1=57WOL/BAL_1173	57WOL/BAL	spectrophotometry	A	4.2.1.11	phosphopyruvate hydratase	C00631 = C00074 + C00001	2-phospho-D-glycerate(aq) = phosphoenolpyruvate(aq) + H2O(l)		5.25	298.15		7.94	2.1
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=31BOR/SCH_1141	31BOR/SCH	electrochemistry	C	4.2.1.2	fumarate hydratase	C00122 + C00001 = C00149	fumarate(aq) + H2O(l) = (S)-malate(aq)		3.1	298.15		6.81	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=31BOR/SCH_1141	31BOR/SCH	electrochemistry	C	4.2.1.2	fumarate hydratase	C00122 + C00001 = C00149	fumarate(aq) + H2O(l) = (S)-malate(aq)		3.3	298.15		7.12	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BRO_1399	53BRO	enzymatic assay	C	5.4.2.2	phosphoglucomutase	C00352 = C06156	D-glucosamine 6-phosphate(aq) = D-glucosamine 1-phosphate(aq)		0.28	303.15		7.8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BRO_1399	53BRO	enzymatic assay	C	5.4.2.2	phosphoglucomutase	C00352 = C06156	D-glucosamine 6-phosphate(aq) = D-glucosamine 1-phosphate(aq)		0.24	303.15		7.53	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=53BRO_1399	53BRO	enzymatic assay	C	5.4.2.2	phosphoglucomutase	C00352 = C06156	D-glucosamine 6-phosphate(aq) = D-glucosamine 1-phosphate(aq)		0.28	303.15		7.11	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56KIT/HOR_1085	56KIT/HOR	microcalorimetry	C	4.1.1.39	ribulose-biphosphate carboxylase	C01182 + C00288 = 2 C00197	D-ribulose 1,5-biphosphate(aq) + carbon dioxide(aq) = 2 3-phospho-D-glycerate(aq)			298.15		8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=56KIT/HOR_1085	56KIT/HOR	microcalorimetry	C	4.1.1.39	ribulose-biphosphate carboxylase	C01182 + C00288 = 2 C00197	D-ribulose 1,5-biphosphate(aq) + carbon dioxide(aq) = 2 3-phospho-D-glycerate(aq)			298.15		8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=54ROS/GRU_573	54ROS/GRU	spectrophotometry	B	2.7.2.1	acetate kinase	C00002 + C00033 = C00008 + C00227	ATP(aq) + acetate(aq) = ADP(aq) + acetyl phosphate(aq)		0.0087	302.15		7.3	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=94REK/SCH_1601	94REK/SCH	calorimetry	A	3.2.1.26	-fructofuranosidase	C00089 + C00001 = C00031 + C00095	sucrose(aq) + H2O(l) = D-glucose(aq) + D-fructose(aq)			298.15		4.94	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=49MEY/OES_563	49MEY/OES	spectrophotometry, chemical analysis, and radioactivity	C	2.7.1.40	pyruvate kinase	C00002 + C00022 = C00008 + C00074	ATP(aq) + pyruvate(aq) = ADP(aq) + phosphoenolpyruvate(aq)		0.000556	303.15			
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		7.9	303.15		6.8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		3.9	303.15		8.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		5.4	303.15		8.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		5.4	303.15		8.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		6.6	303.15		8.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		6.7	303.15		8.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		6	303.15		6.8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		5.2	303.15		6.8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		6.1	303.15		6.8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		7.4	303.15		6.8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		5.5	303.15		8.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		6.2	303.15		8.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		8	303.15		6.8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		6.3	303.15		8.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		5.9	303.15		6.8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		5.7	303.15		6.8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		4.7	303.15		6.8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=68HAV/HAN_1219	68HAV/HAN	chromatography	B	4.3.1.5	phenylalanine ammonia-lyase	C00079 = C00423 + C00014	L-phenylalanine(aq) = trans-cinnamate(aq) + ammonia(aq)		6.2	303.15		8.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=65UYE/RAB_354	65UYE/RAB	spectrophotometry	B	2.1.2.4	glycine formiminotransferase	C00664 + C00037 = C02718 + C00101	5-formiminotetrahydrofolate(aq) + glycine(aq) = N-formiminoglycine(aq) + tetrahydrofolate(aq)		3.1	298.15		7	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73ROT/KIS_346	73ROT/KIS	calorimetry	A	2.1.1.45	thymidylate synthase	C00143 + C00365 = C00415 + C00364	5,10-methylenetetrahydrofolate(aq) + dUMP(aq) = dihydrofolate(aq) + dTMP(aq)			298.15		7.4	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=65TAK/YOS_883	65TAK/YOS	calorimetry	A	3.2.1.3	glucan 1,4--glucosidase	C00252 + C00001 = 2 C00031	isomaltose(aq) + H2O(l) = 2 D-glucose(aq)			298.15		4.5	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73BEE/STE_998	73BEE/STE	calorimetry	B	3.5.1.5	urease	C00086 + 2 C00001 = 2 C00014 + C00288	urea(aq) + 2 H2O(l) = 2 ammonia(aq) + carbon dioxide(aq)			298.15		6.95	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=03WAT/YAM_1700	03WAT/YAM	chromatography	A	5.1.1.1	alanine racemase	C00041 = C00133	L-alanine(aq) = D-alanine(aq)		1.1	310.15		9	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=60KAH/LOW_1354	60KAH/LOW	enzymatic assay; fluorimetry	A	5.3.1.9	glucose-6-phosphate isomerase	C00092 = C00085	D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq)		0.298	303.15		8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=60KAH/LOW_1354	60KAH/LOW	enzymatic assay; fluorimetry	A	5.3.1.9	glucose-6-phosphate isomerase	C00092 = C00085	D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq)		0.26	293.15		8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=60KAH/LOW_1354	60KAH/LOW	enzymatic assay; fluorimetry	A	5.3.1.9	glucose-6-phosphate isomerase	C00092 = C00085	D-glucose 6-phosphate(aq) = D-fructose 6-phosphate(aq)		0.327	311.15		8	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		9.89	311.15		7.07	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		9.92	311.15		7.07	5.05
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		11	311.15		7.07	4.03
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		16.1	311.15		7.07	3.15
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		28.8	311.15		7.07	2.64
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		47	311.15		7.07	2.16
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		9.51	311.15		6.64	
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		10.3	311.15		6.64	4.33
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		29.5	311.15		6.64	2.64
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		46	311.15		6.64	2.16
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		13.9	311.15		7.07	3.33
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		52.3	311.15		7.07	2
http://xpdb.nist.gov/enzyme_thermodynamics/enzyme_data1.pl?col=1.&T1=73VEL/GUY_1167	73VEL/GUY	enzymatic assay and fluorimetry	A	4.2.1.3	aconitate hydratase	C00311 = C00158	isocitrate(aq) = citrate(aq)		14.8	311.15		7.45	3.15
