Microbe_ID	M1	M2	M3	M4	M5	M7	M8	M9	M10	M11	M13	M14	M15A	M15B	M16
Lachnospiraceae_nov_ERR171283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2221389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2230050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2230056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2230057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2230058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2230083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2230113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2230114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2230144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_nov_ERR2230148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_oral_taxon_107_str_F0167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus parafarraginis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_acidipiscis_ACA_DC_1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_acidipiscis_DSM_15836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_acidipiscis_KCTC_13900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_acidophilus_ATCC_4796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_acidophilus_La_14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_agilis_DSM_20509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_agilis_UMNLA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_algidus_CMTALT10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_algidus_DSM_15638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_amylolyticus_DSM_11664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_amylovorus_30SC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_amylovorus_GRL1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_amylovorus_GRL_1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_animalis_ERR2221125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_animalis_ERR2221280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_animalis_ERR2221327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_animalis_KCTC_3501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_animalis_NP51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_antri_DSM_16041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_apis_LMG_26964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_apodemi_DSM_16634_JCM_16172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_brevis_ATCC_367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_brevis_KB290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_brevis_subsp_gravesensis_ATCC_27305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_buchneri_ATCC_11577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_buchneri_CD034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_buchneri_NRRL_B_30929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_camelliae_DSM_22697_JCM_13995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_12A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_21_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_A2_362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_ATCC_334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_ERR2221237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_ERR2221291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_ERR2221303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_ERR2221304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_ERR2221325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_UW4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_W56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_casei_casei_BL23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_coleohominis_101_4_CHN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_coryniformis_subsp_coryniformis_KCTC_3167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_crispatus_125_2_CHN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_crispatus_214_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_crispatus_CTV_05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_crispatus_FB049_03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_crispatus_FB077_07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_crispatus_JV_V01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_crispatus_MV_1A_US	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_crispatus_MV_3A_US	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_crispatus_ST1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_curvatus_CRL_705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_curvatus_ERR2221163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_curvatus_JCM_1096_DSM_20019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_delbrueckii_ZN7a_9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_delbrueckii_subsp_bulgaricus_2038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_delbrueckii_subsp_bulgaricus_CNCM_I_1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_delbrueckii_subsp_bulgaricus_CNCM_I_1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_delbrueckii_subsp_bulgaricus_ND02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_dextrinicus_DSM_20335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_equicursoris_66c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_equicursoris_DSM_19284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_farciminis_KCTC_3681_DSM_20184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_fermentum_28_3_CHN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_fermentum_CECT_5716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_fermentum_F_6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_fermentum_IFO_3956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_florum_2F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_fructivorans_KCTC_3543_DSM_20203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_frumenti_DSM_13145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_202_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_224_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_CECT_5714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_ERR1203930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_ERR1204024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_ERR2221164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_ERR2221406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_JV_V03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_K7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_MV_22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_SJ_9E_US	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gasseri_SV_16A_US	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_gastricus_PS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_helveticus_DPC_4571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_helveticus_DSM_20075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_helveticus_H10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_helveticus_R0052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_hilgardii_ATCC_8290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_AB_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_ATCC_55195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_DSM_13335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_LEAF_2052A_d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_LEAF_2053A_b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_LEAF_2062A_h1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_LEAF_3008A_a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_LactinV_03V1_b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_LactinV_09V1_c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_LactinV_11V1_d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_SPIN_1401G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_SPIN_2503V10_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_UPII_143_D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_iners_UPII_60_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_ingluviei_str_Autruche_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_intestinalis_ERR2221123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_jensenii_1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_jensenii_115_3_CHN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_jensenii_269_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_jensenii_27_2_CHN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_jensenii_JV_V16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_jensenii_SJ_7A_US	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_johnsonii_ATCC_33200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_johnsonii_DPC_6026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_johnsonii_ERR2221124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_johnsonii_ERR2221205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_johnsonii_FI9785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_johnsonii_NCC_533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_johnsonii_pf01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_kalixensis_DSM_16043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_kefiranofaciens_ZW3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_kunkeei_DSM_12361_ATCC_700308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_kunkeei_EFB6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_kunkeei_MP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_lindneri_DSM_20690_JCM_11027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_lindneri_TMW_1_2007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_mali_KCTC_3596_DSM_20444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_manihotivorans_DSM_13343_JCM_12514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_mindensis_DSM_14500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_mucosae_LM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_murinus_ASF361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_murinus_ERR2221126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_nov_ERR2221311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_nov_ERR2221384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_oligofermentans_DSM_15707_LMG_22743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_oris_F0423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_oris_PB013_T2_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_panis_DSM_6035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_parabrevis_ATCC_53295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_parabuchneri_DSM_5707_NBRC_107865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_parabuchneri_FAM21829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_32G	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_BD_II	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_CRF28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_LC2W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_Lc_10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_M36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_T71499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_UCD174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_UW1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_Zhang	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_paracasei_8700_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_paracasei_ATCC_25302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_paracasei_Lpp120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_paracasei_Lpp122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_paracasei_Lpp17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_paracasei_Lpp225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_paracasei_Lpp226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_paracasei_Lpp230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_paracasei_Lpp46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_paracasei_Lpp49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_paracasei_Lpp74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_tolerans_Lpl14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paracasei_subsp_tolerans_Lpl7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paraplantarum_D2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_paraplantarum_DSM_10667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_pasteurii_DSM_23907_CRBIP_24_76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_pentosus_KCA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum_16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum_ERR2221349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum_IPLA88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum_JDM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum_UCMA_3037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum_ZJ316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum_subsp_plantarum_ATCC_14917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum_subsp_plantarum_NC8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum_subsp_plantarum_P_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_plantarum_subsp_plantarum_ST_III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_pobuzihii_E100301_KCTC_13174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_pontis_DSM_8475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_pontis_UMB0683_21837_8_53_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rapi_DSM_19907_JCM_15042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_100_23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_ATCC_53608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_CF48_3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_DSM_20016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_ERR2221127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_ERR2221204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_F275_JCM_1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_I49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_I5007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_MM2_3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_MM4_1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_SD2112_ATCC_55730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_lpuph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_reuteri_mlc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus_ATCC_21052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus_ATCC_8530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus_ERR1203919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus_ERR2221226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus_GG_ATCC_53103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus_HN001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus_LMS2_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus_LRHMDP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus_LRHMDP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus_Lc_705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rhamnosus_R0011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_rodentium_DSM_24759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_ruminis_ATCC_25644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_ruminis_ATCC_27782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_ruminis_ERR2221165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_ruminis_ERR2221355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_ruminis_SPM0211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_saerimneri_30a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_sakei_subsp_sakei_23K	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_salivarius_CECT_5713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_salivarius_ERR2221215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_salivarius_ERR2221301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_salivarius_ERR2221323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_salivarius_GJ_24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_salivarius_NIAS840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_salivarius_salivarius_UCC118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_sanfranciscensis_DSM_20451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_sanfranciscensis_TMW_1_1304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_sanfranciscensis_TMW_1_2137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_siliginis_DSM_22696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_siliginis_NBRC_101315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_suebicus_DSM_5007_KCTC_3549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_taiwanensis_DSM_21401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_ultunensis_DSM_16047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_vaccinostercus_DSM_20634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_vaginalis_ERR2221166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_versmoldensis_DSM_14857_KCTC_3814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus_zeae_DSM_20178_KCTC_3804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_garvieae_21881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_garvieae_8831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_garvieae_ATCC_49156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_garvieae_DCC43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_garvieae_I113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_garvieae_IPLA_31405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_garvieae_LG9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_garvieae_Lg2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_garvieae_TB25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_garvieae_Tac2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
