MicrobeID	Histidine degradation (histidine -> glutamate)	THF production (histidine -> tetrahydrofolate)	Glutamate production (glutamate -> acetate + pyruvate)	Putrescine_1	Putrescine_2	Putrescine_3	Spermidine/ Spermine production (methionine -> spermidine)	Cadaverine production (lysine -> cadaverine)	Cresol production (tyrosine -> cresol)	Indole production (tryptophan -> indole)	Phenol production (tyrosine -> phenol)	H2S_1	H2S_2	H2S_3	H2S_4	H2S_5
Burkholderia_pseudomallei_668	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Burkholderia_pseudomallei_MSHR346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Burkholderia_thailandensis_E264	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Burkholderia_vietnamiensis_G4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Butyrivibrio_fibrisolvens	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Caldisericum_exile_AZM16c01	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Caldisphaera_lagunensis_DSM_15908	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Calditerrivibrio_nitroreducens_DSM_19672	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Caldivirga_maquilingensis_IC_167	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Calothrix_PCC_6303	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Calothrix_PCC_7507	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Campylobacter_03_427	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_15_537360	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_76339	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter_coli_CVM_N29710	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_00_2425	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_00_2426	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_00_2538	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_00_2544	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_4031	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_81_176_WGS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_M1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Campylobacter_jejuni_subsp_jejuni_NCTC_11168	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Candidatus_Arthromitus_SFB_mouse_Japan	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Candidatus_Arthromitus_SFB_mouse_Yit	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Candidatus_Arthromitus_SFB_rat_Yit	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Candidatus_Azobacteroides_subs_pseudotrichonymphae_genomovar_CFP2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Candidatus_Hamiltonella_subs_defensa_5AT_Acyrthosiphon_pisum	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Candidatus_Koribacter_subs_versatilis_Ellin345	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Candidatus_Methylomirabilis_subs_oxyfera	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Candidatus_Pelagibacter_IMCC9063	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Candidatus_Pelagibacter_subs_ubique_HTCC1062	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Candidatus_Solibacter_subs_usitatus_Ellin6076	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Capnocytophaga_canimorsus_Cc5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Carboxydothermus_hydrogenoformans_Z_2901	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Caulobacter_crescentus_CB15	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
Caulobacter_crescentus_NA1000	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
Caulobacter_K31	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Caulobacter_segnis_ATCC_21756	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cellulomonas_flavigena_DSM_20109	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Cellulophaga_algicola_DSM_14237	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
Cellulophaga_lytica_DSM_7489	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
Cellvibrio_japonicus_Ueda107	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chitinophaga_pinensis_DSM_2588	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
Chlorobaculum_parvum_NCIB_8327	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chlorobium_chlorochromatii_CaD3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chlorobium_limicola_DSM_245	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chlorobium_luteolum_DSM_273	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chlorobium_phaeovibrioides_DSM_265	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chlorobium_tepidum_TLS	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chloroflexus_aggregans_DSM_9485	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chloroflexus_aurantiacus_J_10_fl	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chloroflexus_Y_400_fl	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chloroherpeton_thalassium_ATCC_35110	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Chromobacterium_violaceum_ATCC_12472	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
Chromohalobacter_salexigens_DSM_3043	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chroococcidiopsis_thermalis_PCC_7203	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Chthonomonas_calidirosea_T49	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Clavibacter_michiganensis_NCPPB_382	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Clavibacter_michiganensis_subs_nebraskensis_NCPPB_2581	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Clostridiales_genomosp_BVAB3_UPII9_5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_cf_saccharolyticum_K10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_lentocellum_DSM_5427	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Clostridium_ljungdahlii_DSM_13528	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_phytofermentans_ISDg	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_saccharobutylicum_DSM_13864	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Clostridium_tetani_12124569	1	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
Clostridium_tetani_E88	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Collimonas_fungivorans_Ter331	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Conexibacter_woesei_DSM_14684	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Coprothermobacter_proteolyticus_DSM_5265	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Coraliomargarita_akajimensis_DSM_45221	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Corallococcus_coralloides_DSM_2259	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Corynebacterium_jeikeium_K411	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Corynebacterium_maris_DSM_45190	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Corynebacterium_resistens_DSM_45100	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Coxiella_burnetii_CbuG_Q212	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Coxiella_burnetii_CbuK_Q154	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Coxiella_burnetii_Dugway_5J108_111	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
Coxiella_burnetii_RSA_331	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Coxiella_burnetii_RSA_493	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
Crinalium_epipsammum_PCC_9333	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0
Croceibacter_atlanticus_HTCC2559	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cronobacter_sakazakii_45402	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Cronobacter_turicensis_z3032	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1
Cupriavidus_necator_N_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Cyanobacterium_PCC_10605	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Cyanothece_PCC_8801	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cyanothece_PCC_8802	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cyclobacterium_marinum_DSM_745	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Cycloclasticus_zancles_7_ME	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Cylindrospermum_stagnale_PCC_7417	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Dactylococcopsis_salina_PCC_8305	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Deferribacter_desulfuricans_SSM1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Dehalobacter_11DCA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Dehalobacter_CF	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Deinococcus_deserti_VCD115	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus_geothermalis_DSM_11300	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Deinococcus_gobiensis_I_0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus_maricopensis_DSM_21211	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
Deinococcus_peraridilitoris_DSM_19664	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Deinococcus_proteolyticus_MRP	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Deinococcus_radiodurans_R1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Delftia_Cs1_4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
Denitrovibrio_acetiphilus_DSM_12809	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Desulfarculus_baarsii_DSM_2075	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Desulfitobacterium_dehalogenans_ATCC_51507	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1
Desulfitobacterium_dichloroeliminans_LMG_P_21439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Desulfobacca_acetoxidans_DSM_11109	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Desulfobacterium_autotrophicum_HRM2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Desulfobacula_toluolica_Tol2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Desulfobulbus_propionicus_DSM_2032	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Desulfocapsa_sulfexigens_DSM_10523	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Desulfosporosinus_acidiphilus_SJ4	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Desulfosporosinus_meridiei_DSM_13257	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1
Desulfosporosinus_orientis_DSM_765	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Desulfotalea_psychrophila_LSv54	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfotomaculum_carboxydivorans_CO_1_SRB	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Desulfotomaculum_reducens_MI_1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
Desulfotomaculum_ruminis_DSM_2154	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0
Desulfovibrio_aespoeensis_Aspo_2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_africanus_Walvis_Bay	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_desulfuricans_ND132	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Desulfovibrio_piezophilus_C1TLV30	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_vulgaris_DP4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_vulgaris_subs_Hildenborough	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_vulgaris_Miyaz+B657:B705aki_F	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Desulfovibrio_vulgaris_RCH1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Desulfurispirillum_indicum_S5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Dickeya_dadantii_3937	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1
Dickeya_dadantii_Ech586	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
Dickeya_dadantii_Ech703	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Dickeya_zeae_Ech1591	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Dictyoglomus_thermophilum_H_6_12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Dictyoglomus_turgidum_DSM_6724	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Dinoroseobacter_shibae_DFL_12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
Edwardsiella_ictaluri_93_146	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Emticicia_oligotrophica_DSM_17448	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_638	1	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1
Enterobacter_cloacae_subsp_cloacae_ENHKU01	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Enterobacter_cloacae_NCTC_9394	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Enterobacter_cloacae_SCF1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Enterobacteriaceae_bacterium_FGI_57	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Enterobacter_R4_368	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1
Erwinia_amylovora_ATCC_49946	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Erwinia_amylovora_CFBP1430	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1
Erwinia_billingiae_Eb661	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1
Erwinia_Ejp617	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Erwinia_pyrifoliae_DSM_12163	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0
Erwinia_pyrifoliae_Ep1_96	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0
Erwinia_tasmaniensis_Et1_99	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1
Escherichia_blattae_DSM_4481	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
Escherichia_coli_BL21_Gold_DE3_pLysS_AG	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_B_REL606	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Escherichia_coli_clone_D_i14	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_clone_D_i2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Escherichia_coli_JJ1886	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Escherichia_coli_LY180	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Escherichia_coli_O103_H2_str_12009	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Escherichia_coli_O157_H7_str_EDL933	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0
Escherichia_coli_O55_H7_RM12579	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0
Escherichia_coli_O7K1_str_CE10	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1
Escherichia_coli_O83H1_str_NRG_857C	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1
Escherichia_coli_PMV_1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
Escherichia_coli_UTI89	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1
Exiguobacterium_AT1b	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ferrimonas_balearica_DSM_9799	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Fervidobacterium_nodosum_Rt17_B1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fervidobacterium_pennivorans_DSM_9078	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fibrella_aestuarina	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fibrobacter_succinogenes_S85	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Flavobacteriaceae_bacterium_3519_10	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0
Flavobacteriales_bacterium_HTCC2170	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Flavobacterium_branchiophilum_FL_15	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Flavobacterium_indicum_GPTSA100_9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Flavobacterium_johnsoniae_UW101	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
Flexibacter_litoralis_DSM_6794	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Flexistipes_sinusarabici_DSM_4947	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Fluviicola_taffensis_DSM_16823	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0
Francisella_cf_novicida_3523	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0
Francisella_noatunensis_subs_orientalis_Toba_04	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Francisella_philomiragia_ATCC_25017	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Francisella_tularensis_FSC198	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Francisella_tularensis_subs_holarctica_F92	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Francisella_tularensis_subs_holarctica_FSC200	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Francisella_tularensis_subs_holarctica_FTNF002_00	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Francisella_tularensis_subs_holarctica_LVS	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Francisella_tularensis_subs_holarctica_OSU18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Francisella_tularensis_subs_mediasiatica_FSC147	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Francisella_tularensis_NE061598	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Francisella_tularensis_SCHU_S4	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0
Francisella_tularensis_TI0902	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Francisella_tularensis_TIGB03	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Francisella_tularensis_WY96_3418	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Francisella_TX077308	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Frankia_alni_ACN14a	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Frankia_CcI3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Frateuria_aurantia_DSM_6220	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gallibacterium_anatis_UMN179	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Gallionella_capsiferriformans_ES_2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Geitlerinema_PCC_7407	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Geobacillus_HH01	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Geobacillus_JF8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Geobacillus_kaustophilus_HTA426	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Geobacillus_thermoglucosidasius_C56_YS93	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Geobacter_bemidjiensis_Bem	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Geobacter_FRC_32	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Geobacter_lovleyi_SZ	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Geobacter_M18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Geobacter_M21	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Geobacter_metallireducens_GS_15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Geobacter_sulfurreducens_KN400	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Geobacter_sulfurreducens_PCA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Geobacter_uraniireducens_Rf4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Glaciecola_4H_3_7_YE_5	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Glaciecola_nitratireducens_FR1064	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Glaciecola_psychrophila_170	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
Gloeobacter_JS	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
Gloeobacter_violaceus_PCC_7421	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gloeocapsa_PCC_7428	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Gluconacetobacter_diazotrophicus_PAl_5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gluconacetobacter_xylinus_NBRC_3288	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gluconobacter_oxydans_621H	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gluconobacter_oxydans_H24	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Gordonia_bronchialis_DSM_43247	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gordonia_polyisoprenivorans_VH2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Gramella_forsetii_KT0803	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Granulibacter_bethesdensis_CGDNIH1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Granulicella_mallensis_MP5ACTX8	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Hahella_chejuensis_KCTC_2396	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Halanaerobium_praevalens_DSM_2228	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Haliangium_ochraceum_DSM_14365	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0
Haliscomenobacter_hydrossis_DSM_1100	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0
Haloarcula_hispanica_ATCC_33960	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloarcula_hispanica_N601	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
Haloarcula_marismortui_ATCC_43049	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacillus_halophilus_DSM_2266	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Halobacterium_NRC_1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacterium_salinarum_R1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Halobacteroides_halobius_DSM_5150	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloferax_mediterranei_ATCC_33500	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Haloferax_volcanii_DS2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halogeometricum_borinquense_DSM_11551	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Halomicrobium_mukohataei_DSM_12286	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Halomonas_elongata_DSM_2581	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
halophilic_archaeon_DL31	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Halopiger_xanaduensis_SH_6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Halorhabdus_tiamatea_SARL4B	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Halorhodospira_halophila_SL1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Haloterrigena_turkmenica_DSM_5511	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
Halothermothrix_orenii_H_168	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Halothiobacillus_neapolitanus_c2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Halovivax_ruber_XH_70	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Helicobacter_bizzozeronii_CIII_1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0
Helicobacter_heilmannii_ASB1_4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Helicobacter_pylori_BM012S	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
Heliobacterium_modesticaldum_Ice1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Herpetosiphon_aurantiacus_DSM_785	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Hippea_maritima_DSM_10411	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hirschia_baltica_ATCC_49814	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hyphomicrobium_denitrificans_1NES1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hyphomicrobium_denitrificans_ATCC_51888	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hyphomicrobium_MC1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hyphomicrobium_nitrativorans_NL23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Hyphomonas_neptunium_ATCC_15444	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Idiomarina_loihiensis_GSL_199	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Idiomarina_loihiensis_L2TR	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Ignavibacterium_album_JCM_16511	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ignisphaera_aggregans_DSM_17230	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Ilyobacter_polytropus_DSM_2926	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0
