GeneID	GeneName	log2FC	PValue	
HGNC:32159	MTG1	1.146158718	0.041403914	
HGNC:20837	PAOX	0.490988679	0.208961322	
HGNC:13312	GSTO1	0.397571217	0.348647568	
HGNC:11539	TAF5	-0.040201746	0.93348563	
HGNC:30025	PPRC1	0.35336068	0.313785055	
HGNC:29370	ITPRIP	-0.820408001	0.028071646	
 	CNNM2	-0.144669747	0.79885505	
HGNC:13408	PDCD11	0.306613799	0.403901462	
 	ADAM12	-0.659911795	0.199209286	
HGNC:9992	RGS10	0.936473168	0.032804882	
 	BTBD10	0.197909258	0.628207069	
 	ADM	-2.097759288	0.00298589	
HGNC:4167	GAS2	-1.113006431	0.1006777	
HGNC:28750	SLC5A12	-3.81932818	0.001500396	
HGNC:17789	LIN7C	0.061275188	0.867846525	
HGNC:29317	LRRC4C	0.518165734	0.513866364	
HGNC:26317	IMMP1L	0.7263449	0.075611586	
HGNC:10516	SAA4	-0.727788129	0.606309095	
HGNC:17893	PGAP2	1.015463494	0.009344533	
HGNC:26184	TUT1	1.294988923	0.001541608	
HGNC:12523	SCGB1A1	2.33254033	0.147217469	
HGNC:19264	SYT8	-1.020115724	0.581290942	
HGNC:13006	ZNF214	-0.340671741	0.736355199	
HGNC:13007	ZNF215	-1.660177726	0.048430987	
HGNC:18646	HSD17B12	-0.013132305	0.974620113	
 	APIP	-0.629280267	0.21601291	
HGNC:24554	PAMR1	-4.686057127	2.59E-05	
 	DGKZ	0.718558511	0.109977676	
HGNC:24460	EIF3M	0.176427272	0.456728019	
HGNC:19081	TNKS1BP1	-0.086288235	0.784086198	
HGNC:13734	GLYAT	-11.52981624	2.33E-08	
HGNC:1228	SERPING1	-3.429353749	3.90E-07	
HGNC:11327	SSRP1	0.463389461	0.075797934	
HGNC:9225	SLC43A1	-0.861308557	0.089641456	
HGNC:9673	PTPRJ	0.054608235	0.919148243	
 	C11orf49	1.307941907	0.00143134	
 	ARFGAP2	0.328556955	0.26390186	
 	CELF1	0.072174823	0.755048226	
HGNC:26938	HIKESHI	-0.261156443	0.429723518	
 	CCDC81	-0.651813639	0.335202536	
HGNC:23060	SESN3	1.35097005	0.240367362	
HGNC:29129	ENDOD1	-0.734240608	0.114119536	
 	CCDC82	-2.835341999	0.000368452	
HGNC:26597	KLHL35	3.170285932	0.003499026	
HGNC:29945	TENM4	-2.032151135	0.007712976	
HGNC:1546	SERPINH1	-0.477878117	0.300210207	
 	CAPN5	-1.959823273	0.002854624	
HGNC:25048	INTS4	0.027402308	0.919444985	
HGNC:8590	PAK1	2.454706399	0.016489167	
HGNC:10420	RPS3	0.751777953	0.123946787	
HGNC:29362	ZC3H12C	-2.134618814	0.026318145	
HGNC:23700	TTC12	1.298088582	0.081340787	
HGNC:7656	NCAM1	-3.80257327	4.31E-05	
 	DRD2	3.852547615	0.065338321	
 	C11orf52	1.662785885	0.032312921	
HGNC:7896	NPAT	-0.597058569	0.117105332	
 	ATM	-1.489779528	0.000684358	
 	AASDHPPT	0.76223168	0.068671396	
HGNC:25129	GLB1L2	2.153757188	0.018182175	
HGNC:16225	SLX4IP	1.401113923	0.004667771	
HGNC:26068	LAMTOR1	0.347618182	0.241418705	
HGNC:30135	P4HA3	-0.094052799	0.891728248	
HGNC:4582	GRIK4	1.432628398	0.070697549	
HGNC:11344	ST14	2.565232467	0.00873844	
HGNC:16931	HYOU1	1.628579609	0.013925064	
 	ADAM33	-4.806130675	1.34E-06	
HGNC:15904	KAT14	0.386654511	0.317024336	
HGNC:24552	TKFC	1.834889631	7.59E-05	
HGNC:7411	MTA2	0.490041654	0.079537405	
HGNC:26944	TMEM138	0.257157648	0.436026194	
HGNC:3574	FADS1	0.65681267	0.186074971	
HGNC:16527	TMC2	-5.171215169	4.62E-05	
HGNC:10254	ROM1	0.36137559	0.461827948	
HGNC:26666	EML3	-0.35376153	0.293950022	
HGNC:6058	INCENP	0.995735625	0.010393649	
HGNC:13187	ZP1	-2.2707308	0.009744417	
HGNC:29037	PLCH2	0.7906848	0.560900239	
HGNC:15792	FRG1BP	0.270671566	0.681386249	
 	CPSF7	0.13856347	0.625815611	
HGNC:7316	MS4A2	-1.349135146	0.257277378	
 	B3GAT3	2.17418552	0.000230806	
 	EI24	0.24582253	0.320779628	
 	CCDC15	0.02154612	0.960864337	
 	CHEK1	1.571889476	0.001474582	
HGNC:3659	FEZ1	-2.270486439	0.013373982	
HGNC:17474	ESAM	-2.447114483	0.000632077	
HGNC:23204	KIRREL3	3.203294197	0.096869552	
HGNC:3496	MPZL2	0.385181395	0.505333704	
HGNC:10589	SCN2B	-4.50615062	0.000401384	
HGNC:24272	SIDT2	-1.394460682	0.003706982	
HGNC:25890	TMEM25	2.594329348	0.002115355	
HGNC:11553	TAGLN	-2.171021881	0.000840265	
HGNC:14202	JPH2	-3.161634761	0.004542347	
 	DUSP15	2.267274268	0.021297129	
 	COMMD7	0.963526889	0.01008802	
 	C20orf144	2.854643066	0.005403974	
HGNC:29372	KIAA1755	-0.684932304	0.421631934	
HGNC:16158	SPATA25	-0.094966515	0.906035747	
HGNC:16116	OCSTAMP	1.514451324	0.363687489	
 	DSN1	0.804800175	0.081461019	
HGNC:16111	SOGA1	0.346894729	0.324442841	
 	CNBD2	0.61584154	0.394476601	
 	CDH22	0.490507701	0.671223416	
HGNC:15887	LSM14B	0.799608441	0.025415788	
HGNC:15867	YTHDF1	0.301725526	0.298817358	
 	CABLES2	1.737769508	0.002693901	
HGNC:17589	ORAOV1	0.695863216	0.054786848	
HGNC:20316	TRPT1	1.241391075	0.000973946	
HGNC:28189	NUDT22	1.584459821	0.000656201	
HGNC:23151	FERMT3	-1.432930393	0.009665233	
HGNC:9056	PLCB3	0.57363205	0.168776446	
HGNC:1176	MRPL49	0.874845722	0.057749909	
 	CDC42EP2	-1.792276728	0.001070877	
HGNC:3597	FAU	0.989354778	0.011795186	
HGNC:11863	TM7SF2	-1.142929254	0.07548956	
HGNC:1172	VPS51	0.132742184	0.701600464	
HGNC:11605	TBX6	1.008225076	0.085352433	
HGNC:9319	PPP4C	1.925793213	0.000167169	
 	ALDOA	2.047704956	0.001072056	
HGNC:25295	FAM57B	6.77417964	0.002440719	
 	DOC2A	3.888058707	0.000811258	
HGNC:4917	HIRIP3	1.34588603	0.010235154	
HGNC:16835	TAOK2	0.17557592	0.55114337	
HGNC:25201	TMEM219	1.095314903	0.021146768	
HGNC:5009	HMGA2	0.813159356	0.433158391	
HGNC:7173	MMP3	2.756014965	0.065368417	
 	CNKSR2	-4.356112981	0.000226929	
 	CNTN5	4.299170509	0.034094874	
HGNC:13342	KLRF1	-4.734362097	2.18E-05	
 	CLEC1A	-2.879248684	6.71E-06	
HGNC:23729	MKX	-4.696360839	0.000100594	
HGNC:26542	MPP7	1.035371829	0.241675794	
HGNC:6153	ITGB1	-2.346309812	0.000323642	
HGNC:16843	FRMPD2B	0.634575151	0.664404795	
 	CTF1	-1.473401671	0.125572364	
 	CWC15	0.416819325	0.242254555	
HGNC:3613	FCGR1A	0.319641843	0.642943073	
 	ARID5B	-1.870082701	0.01196099	
HGNC:6352	KLHL1	5.672317871	0.015873962	
 	CDH8	-0.813612983	0.313107637	
 	DCUN1D2	0.710690275	0.045540624	
HGNC:20329	TMCO3	0.257607232	0.621374688	
HGNC:27344	TMEM218	-0.563690856	0.058320917	
HGNC:17192	TIRAP	0.072097383	0.885463809	
 	EEF1AKMT1	-0.318816425	0.397929471	
HGNC:6515	LATS2	-2.473604802	4.67E-06	
HGNC:10530	SAP18	0.369247826	0.242235116	
 	ADGRL3	-3.400048778	0.004767667	
HGNC:29248	KIAA1328	-0.61472571	0.152603787	
HGNC:26413	FAM124A	0.836718628	0.539497969	
HGNC:18432	CTAGE5	0.705585729	0.121620497	
HGNC:5028	HNMT	-1.679862822	0.001274365	
HGNC:28431	LYPD1	1.937793792	0.00997725	
HGNC:27018	LYPD6B	4.332836954	0.005558389	
HGNC:8763	PDCD4	0.350037197	0.535749658	
 	ADRA2A	-2.497941539	0.020793244	
HGNC:4460	GPM6A	-2.973593094	0.006261583	
HGNC:16661	WDR17	0.469658587	0.535786654	
HGNC:17333	SPATA4	2.293869172	0.063717532	
HGNC:12682	VEGFC	-2.281232556	0.000174387	
 	CCDC102B	-1.238816082	0.037664802	
 	CD226	-1.211467619	0.088004931	
 	CNDP1	-0.327548034	0.710726043	
HGNC:21674	FSIP1	2.428630859	0.060494817	
 	DLG2	-1.697436325	0.015262066	
 	CCDC83	4.813098845	0.00887547	
HGNC:14261	RGS18	-3.160440124	0.001024162	
HGNC:14370	PRSS23	0.390033149	0.615647809	
HGNC:18191	MTMR12	-0.783672796	0.053215436	
HGNC:14940	PPP1R1C	6.400079595	0.01622847	
 	C11orf53	-3.92710312	0.000584153	
 	CCT5	0.806094661	0.010577055	
HGNC:27029	FAM173B	0.165772211	0.628760382	
 	DOCK1	-1.299257112	0.002753108	
 	DIXDC1	-1.851499101	0.000302523	
 	DLAT	-0.119232925	0.71465043	
HGNC:25210	PIH1D2	1.457293153	0.021824794	
HGNC:25569	NKAPD1	-0.107808119	0.6820876	
HGNC:11818	TIMM8B	1.20637569	0.026796098	
HGNC:5986	IL18	0.047886362	0.945274751	
HGNC:9689	PTS	1.138369216	0.004882357	
HGNC:8997	PIP4K2A	-0.688797103	0.126927203	
 	C2orf50	3.582882261	0.005223491	
HGNC:25396	FREM2	-1.130593557	0.335153663	
HGNC:3819	FOXO1	-3.137358524	7.74E-05	
 	CRIM1	-2.900233687	8.22E-05	
HGNC:10706	SEC24D	0.067316788	0.89707755	
 	ABCB9	1.596457336	0.000998807	
HGNC:28787	RILPL2	-0.636973023	0.029928116	
 	DHX37	0.977907428	0.004253562	
HGNC:12468	UBC	0.222066294	0.536218496	
HGNC:6180	ITPR1	0.156637321	0.842859213	
HGNC:34407	PRSS53	1.103662969	0.171648496	
HGNC:11059	SLC7A11	1.827144047	0.020292159	
HGNC:14254	NOCT	0.011739487	0.979730864	
HGNC:28388	ENKUR	0.877866359	0.328033927	
HGNC:23689	GPR158	2.297976049	0.112819641	
 	CACNA2D4	-0.432004939	0.479865876	
 	DCP1B	0.77082859	0.019763071	
 	CACNA1C	0.81075511	0.272271399	
HGNC:11799	THRB	-2.247115975	0.00031573	
HGNC:17646	NGLY1	0.147474106	0.565277698	
HGNC:26063	OXSM	0.794963027	0.021755352	
HGNC:30866	UEVLD	0.405921697	0.457898703	
HGNC:26890	TMEM86A	0.560442267	0.295861804	
 	C12orf45	0.936747245	0.074349812	
HGNC:28281	TMEM263	-0.112733327	0.693979757	
 	BTBD11	-1.403530814	0.161845165	
HGNC:13478	UBE3B	0.00922895	0.977187012	
 	ANK3	0.792468385	0.354688707	
HGNC:20739	IPMK	-0.238145758	0.557167522	
HGNC:21700	RAD9B	-0.033541966	0.943319902	
HGNC:27283	PLBD2	-0.217587021	0.558713354	
 	DLG5	1.153448589	0.099275054	
HGNC:6903	MAT1A	2.343263421	0.054311417	
HGNC:15956	SLC2A13	-1.761197574	0.007033133	
HGNC:27482	GXYLT1	-0.338926338	0.348004638	
HGNC:9620	TWF1	0.716037051	0.107565547	
 	DIP2C	-1.257237158	0.007652985	
 	EIF4E	0.445837592	0.238496579	
HGNC:946	MAGI1	-0.787200031	0.027922709	
HGNC:25188	TEX30	0.299576663	0.539124384	
 	CSNK1G3	-0.098737722	0.777551222	
HGNC:26333	SRFBP1	0.032256828	0.94361051	
 	AKAP6	-1.920308385	0.00323527	
HGNC:19311	NPAS3	-1.502748902	0.042087867	
HGNC:19829	FAM177A1	0.825591683	0.055031789	
HGNC:20427	MBIP	-1.061113857	0.013378206	
HGNC:21460	MIPOL1	1.021550332	0.090477248	
HGNC:3513	EXT2	-0.401533599	0.182593933	
HGNC:25257	TMEM18	-0.40462188	0.116416784	
HGNC:23295	KCTD14	-1.064330019	0.223932491	
HGNC:11800	THRSP	-4.20487761	0.019754647	
HGNC:7706	NDUFC2	0.229359697	0.403988364	
HGNC:6985	ME3	-0.451661623	0.445226849	
 	ADAMTS12	-1.233979943	0.03693776	
HGNC:20278	NUBPL	-0.767931805	0.063775149	
HGNC:13386	NEK7	-1.338502233	0.012510914	
HGNC:3655	FER	-2.125085214	0.000121103	
HGNC:20347	VIPAS39	-0.39948212	0.212275727	
 	ANKRD50	0.272855913	0.620086911	
HGNC:17854	UPF2	-0.498870186	0.092909127	
 	CDC123	0.519482195	0.114581054	
HGNC:26406	SCLT1	0.304273534	0.487187405	
 	CCDC3	-4.513861678	5.35E-06	
 	C4orf33	0.17025206	0.592532334	
HGNC:25491	FRMD4A	-1.536481747	0.016573895	
HGNC:9678	PTPRO	-2.459183046	0.006448408	
HGNC:3420	EPS8	-1.731163163	0.001252577	
 	ACAD8	-0.230505214	0.453050609	
HGNC:29560	THYN1	-0.088593096	0.846798131	
HGNC:28119	VPS26B	0.295119976	0.34494539	
HGNC:28952	NCAPD3	0.458170774	0.122760167	
HGNC:17792	VTI1A	-0.238241278	0.383915552	
HGNC:9752	QDPR	0.618344179	0.304790334	
HGNC:29320	FAM160B1	-1.52632011	0.00022012	
 	ANO4	1.806450835	0.201163534	
HGNC:29585	TEX9	0.931128835	0.191277171	
HGNC:25771	QTRT2	0.639990862	0.042368254	
HGNC:18871	MMAA	-0.098669692	0.769734135	
HGNC:27193	ZNF827	0.026646781	0.943109961	
 	EDNRA	-1.34849785	0.003671494	
HGNC:7979	NR3C2	-1.101190526	0.34173351	
 	AKR1C2	-4.689077008	0.00758766	
 	DPYSL4	5.002756758	0.007452085	
HGNC:13639	VENTX	-2.429042435	0.007139168	
 	ADAM8	2.198644261	0.014602285	
HGNC:6167	ITIH2	-1.975442493	0.297452506	
HGNC:6327	KIN	0.37698555	0.269421146	
HGNC:8962	PIGF	0.292616229	0.464577985	
 	ANKAR	-0.857617673	0.079658343	
HGNC:6071	INPP1	-1.169839228	0.045745909	
HGNC:24711	MFSD6	0.494965968	0.189590819	
HGNC:20457	RNF144A	-1.780896368	0.002392764	
 	ASAP2	-1.401284389	0.004412162	
 	ADAM17	-0.780634181	0.043344946	
HGNC:3749	FLI1	-3.42629744	5.48E-06	
HGNC:6255	KCNJ1	-0.651126783	0.45309521	
HGNC:25194	TMEM45B	2.149068417	0.033788928	
HGNC:24148	WWC2	-2.670222396	0.001051798	
 	CENPU	2.847651287	7.67E-05	
 	ACSL1	-4.549021456	0.000588034	
HGNC:10990	SLC25A4	0.50583813	0.447718458	
 	AMN1	1.161391071	0.072555143	
 	BICD1	-0.331938605	0.483330178	
HGNC:17795	SAV1	-0.905125524	0.027128789	
 	CCDC122	0.268324704	0.521298331	
HGNC:20607	SERP2	0.814521228	0.366527142	
HGNC:15625	NBAS	-0.705706305	0.023848516	
HGNC:26191	ZNF385D	-1.405072257	0.20991384	
HGNC:11708	TDO2	1.8797431	0.040505926	
HGNC:25799	GUF1	0.718377262	0.048501728	
HGNC:4076	GABRA2	-0.422945943	0.782730461	
HGNC:10519	SACS	-1.644588346	0.013236275	
HGNC:8556	PABPC3	-0.490425663	0.39929778	
 	CENPJ	-0.096215646	0.849717009	
HGNC:13583	FBXO4	0.120810268	0.694515092	
HGNC:26139	TMEM267	0.816159179	0.046683491	
 	CCL28	-1.869801152	0.102246991	
HGNC:26124	PARP8	-1.932262004	0.001543008	
HGNC:4243	GFRA1	1.19440687	0.32020128	
 	CACUL1	0.154319358	0.596467957	
 	DST	-3.111019538	0.000750255	
 	BEND6	-1.688852212	0.05787103	
HGNC:11804	TIAL1	0.045822527	0.83665704	
 	BAG3	0.57993367	0.090738574	
HGNC:26483	GLT1D1	-3.436434145	0.008198138	
HGNC:28401	RBM46	-4.988853361	0.000897332	
HGNC:15678	SCHIP1	-1.805190298	0.004613281	
HGNC:6244	KCNE4	4.033554252	0.012012485	
 	AP1S3	1.606793504	0.012582369	
HGNC:24663	RABGAP1L	-0.054769041	0.902644857	
 	CCDC74B	1.711929354	0.026199037	
HGNC:26477	TMEM56	-1.753295114	0.015010639	
HGNC:25886	MZT2B	2.457956088	0.000265607	
HGNC:20765	TUBA3E	2.634124339	0.149897257	
 	ASTN1	-2.969627596	0.029062039	
HGNC:27016	FAM168B	-1.138101022	0.001243535	
HGNC:9647	PTPN14	-2.53776929	0.001291137	
HGNC:7049	MGAT5	-0.539478971	0.135629593	
HGNC:25380	TMEM163	1.63999391	0.163183019	
HGNC:26768	GPATCH11	-1.754801934	0.003500325	
HGNC:30171	HSPB8	0.278754458	0.763812752	
HGNC:20044	GEMIN6	1.363609857	0.003729139	
HGNC:28517	TMEM178A	-1.204300654	0.152083457	
HGNC:20308	RNF219	0.020439738	0.956499599	
 	CYSLTR2	-1.418338102	0.010606902	
 	ARL11	0.419495059	0.587199072	
HGNC:15573	SETBP1	-1.104361806	0.075436803	
 	ARL14EP	0.004599486	0.990434034	
HGNC:29331	EPG5	-0.503929872	0.177046581	
HGNC:9581	PSTPIP2	0.748875805	0.141308145	
 	ATP5F1A	-0.12995921	0.73397024	
HGNC:25174	HAUS1	0.855494037	0.0576385	
 	C18orf25	0.294127848	0.284251743	
HGNC:24031	SPC25	3.030113207	0.000235394	
HGNC:8809	PDK1	-0.271040714	0.653473568	
HGNC:8779	PDE3B	-5.729158717	0.000468156	
HGNC:11640	TCF7L1	-2.8510447	7.74E-05	
HGNC:15450	TGOLN2	-0.735687117	0.06506168	
HGNC:30439	SH2D6	1.558783448	0.03450278	
HGNC:6275	KCNK13	-0.191885802	0.833732666	
HGNC:19683	UHMK1	0.616355166	0.155803257	
 	ATG10	-0.022580333	0.940609614	
HGNC:26658	POC5	0.89563342	0.017747421	
HGNC:11251	SPOCK1	-1.994526537	0.001990754	
HGNC:33716	FAM151B	0.311104796	0.572605317	
HGNC:30631	TADA1	0.810457963	0.052303452	
HGNC:4684	GUCY1A2	-3.257781145	0.002009269	
 	CWF19L2	-0.775202332	0.028570666	
HGNC:28916	JMY	-0.759418531	0.086261515	
HGNC:17512	HOMER1	1.511632519	0.05337592	
HGNC:12831	XRCC4	0.146194434	0.751623609	
HGNC:26432	ZNF547	0.614339375	0.184302643	
HGNC:30487	ZNF773	0.500473361	0.168424355	
HGNC:26765	ZNF776	1.019178806	0.05314819	
HGNC:13049	ZNF256	0.694247833	0.173791398	
HGNC:17287	SUV39H2	0.710723488	0.103400434	
 	DCLRE1C	-0.084403983	0.827143376	
HGNC:25625	OLAH	-1.73368935	0.143627101	
HGNC:30329	RPP38	0.779791115	0.043725861	
HGNC:7858	NMT2	-3.297948073	3.72E-06	
HGNC:23712	ZSCAN1	3.195440814	0.015391236	
HGNC:25164	ZNF837	1.79441798	0.010161562	
HGNC:20485	USP12	-0.701939587	0.043749583	
 	CCDC50	-2.024657531	3.17E-05	
 	CAMK4	-1.258827518	0.140663871	
HGNC:16280	TRIM36	2.38648079	0.032844221	
HGNC:1108	ZFP36L2	-1.143286485	0.145717165	
HGNC:29991	PAN3	-0.181588334	0.620247394	
HGNC:30506	PLEKHH2	-3.153166344	0.006543113	
HGNC:8877	PFKM	0.536767988	0.164134586	
HGNC:30138	TMEM123	-0.332133339	0.396003799	
HGNC:4574	GRIA4	-4.036504581	0.018850523	
HGNC:26384	IGSF10	-6.196039689	0.000103952	
HGNC:26293	SPEF2	0.509100437	0.259504986	
HGNC:11220	SPARCL1	-3.692677773	2.82E-05	
HGNC:6923	MBNL1	-0.58751996	0.376963428	
 	CAPSL	2.485814866	0.035308701	
HGNC:26404	NADK2	0.028752444	0.919809542	
HGNC:28956	GPD1L	0.01641673	0.971751405	
HGNC:4274	GJA1	1.406696911	0.281698874	
 	CCNO	1.798895138	0.160654576	
 	CLEC4F	-2.906571102	0.003183063	
HGNC:19305	SLC30A6	-0.106756387	0.761396632	
HGNC:8829	PELO	0.062608297	0.847882731	
HGNC:14545	RASGRP3	-1.877695195	0.001033047	
HGNC:10535	SAR1B	0.37183589	0.428991783	
 	CATSPER3	0.380766196	0.454927917	
HGNC:28899	GPR180	-1.42188149	0.004975434	
HGNC:26882	TCTEX1D1	-2.329253333	0.001718139	
HGNC:26252	WDR78	0.923320765	0.045784104	
 	ANKRD22	2.745564232	0.045158483	
HGNC:3591	FARP1	0.73497065	0.045688505	
HGNC:13328	IFIT5	-0.467613302	0.158339902	
HGNC:23094	SLC16A12	-3.751110966	0.01641335	
HGNC:8598	PANK1	0.029290073	0.961780467	
HGNC:13993	PRDM8	-2.991477746	0.001289041	
 	BMP3	-5.690606689	0.003369644	
HGNC:5037	HNRNPDL	-0.309803156	0.213736769	
HGNC:4901	HHEX	-1.720125099	0.007543201	
HGNC:12635	UTRN	-2.67608706	4.18E-05	
HGNC:4593	GRM1	0.45722114	0.502442192	
HGNC:9674	PTPRK	-0.380720402	0.617734866	
HGNC:4249	GGPS1	1.111569467	0.013701114	
 	CNTNAP4	-3.938639811	0.000172379	
HGNC:12897	ZNF117	-1.755632327	0.008280326	
HGNC:17263	PART1	2.348740713	0.175304562	
HGNC:30269	RAB3C	-3.246754	0.016449618	
HGNC:26401	MARVELD2	2.620421864	0.014773986	
HGNC:9807	RAD17	0.175637653	0.667742315	
HGNC:11473	MED21	0.125973083	0.732991793	
HGNC:9082	PLOD2	1.830738889	0.14249846	
HGNC:14217	STK32B	1.769165816	0.150795856	
HGNC:17881	NRSN1	3.787915839	0.046803602	
HGNC:26460	JAKMIP1	3.170092619	0.014326714	
HGNC:12872	ZIC1	3.026998528	0.140358725	
 	ADGRA3	-0.534939009	0.263456721	
 	CPB1	1.458562128	0.350188776	
HGNC:26716	SREK1IP1	-0.073434043	0.822659787	
HGNC:18710	LGI2	-3.23452961	0.002729348	
 	CWC27	-0.192829091	0.529901493	
HGNC:4975	MR1	0.043025167	0.915647711	
HGNC:11300	SRP19	0.682155694	0.053857956	
 	CENPH	1.422767681	0.013299806	
 	CDYL	-0.492071766	0.065106916	
 	CARHSP1	0.239164821	0.566266139	
HGNC:26554	TEKT5	1.593773776	0.046261781	
 	BANK1	-5.636445404	1.12E-05	
HGNC:28030	TXNDC11	0.472280497	0.09591686	
 	DAB2	-3.567340483	1.39E-06	
 	ACMSD	2.041203804	0.181889835	
 	ACOXL	1.688935064	0.170470338	
 	BCL2L11	0.176322144	0.673960194	
 	ANAPC1	-0.571190932	0.11345537	
 	CAST	-1.295511342	0.009373948	
HGNC:20335	SCOC	0.901083754	0.073998889	
 	CLGN	5.471025342	0.010391184	
 	CETN3	0.400315701	0.323072221	
HGNC:11101	SMARCA5	0.09589292	0.760947998	
HGNC:21537	SYCP2L	-0.673252104	0.506194891	
 	BMP6	-5.000767422	3.04E-06	
HGNC:32416	RGPD3	-0.967398273	0.217573693	
HGNC:14271	RASSF3	-1.31089822	0.003962706	
HGNC:5048	HNRNPU	0.663790497	0.044071036	
HGNC:9848	RANBP2	-0.664426328	0.029306415	
 	AHCTF1	0.54168153	0.135994251	
HGNC:7027	MERTK	-2.641468039	0.000530839	
HGNC:25913	TMEM87B	0.970218006	0.046472762	
HGNC:9680	PTPRR	-1.922972823	0.022696031	
HGNC:7981	NR4A2	-0.669051765	0.291087756	
 	CCDC148	1.421995053	0.055746904	
HGNC:9042	PLA2R1	-1.85610944	0.000337405	
HGNC:9907	RBMS1	-2.199253408	3.58E-05	
HGNC:10590	SCN3A	-4.809317083	3.38E-05	
 	CD96	-1.833352978	0.039850942	
HGNC:21065	SLC25A27	-2.515086839	0.020272126	
 	ADGRF1	-0.687061037	0.614882413	
 	ADGRF4	3.633685951	0.002700765	
HGNC:21240	FRMD1	-5.389800393	0.003806418	
HGNC:25216	FAM49B	0.373821491	0.347415648	
 	ASAP1	-1.067420106	0.015452931	
HGNC:29169	TRAPPC8	-0.328274308	0.428724191	
HGNC:26335	FAM81B	1.608720236	0.147115691	
HGNC:28227	LINC00467	1.675212241	0.003822402	
HGNC:26994	INO80C	0.312554344	0.358742128	
HGNC:25718	LPCAT1	0.708941567	0.152552976	
HGNC:29399	PLEKHG4B	2.234991316	0.169293718	
HGNC:24987	NMRAL1	2.219300022	6.53E-05	
HGNC:29576	UBALD1	1.731335508	0.001000426	
 	C16orf89	-0.539492754	0.674484819	
HGNC:20218	TMEM251	0.696881737	0.19822515	
HGNC:6062	ING1	1.099273412	0.036739786	
HGNC:20370	TEX29	0.949973584	0.153410045	
 	ADPRHL1	1.33191601	0.026566985	
 	CMTM7	0.592954821	0.507628441	
HGNC:13598	FBXL2	0.741296092	0.061141463	
HGNC:12507	UBP1	-0.035103454	0.873830066	
HGNC:25850	RMND5A	-0.263093482	0.338577566	
 	CD8A	-0.126566799	0.871507769	
HGNC:10297	RPIA	0.152829795	0.713450446	
HGNC:9668	PTPRD	-1.45668545	0.054772439	
HGNC:31452	LURAP1L	2.191371483	0.021340726	
 	CNKSR3	1.098759092	0.383235047	
HGNC:4650	GTF2E1	0.486766958	0.247209108	
 	CFDP1	-0.075737799	0.804870156	
HGNC:18459	ZDHHC7	-0.487406166	0.202804637	
 	C7orf31	-1.171333392	0.019194455	
HGNC:24059	TMPRSS11D	2.287030624	0.18274834	
HGNC:28917	JAZF1	-2.091698126	0.001361607	
 	CMIP	0.107181496	0.844882644	
HGNC:30619	SPHKAP	-5.211123673	0.033421023	
HGNC:6262	KCNJ16	-5.056130788	0.002328459	
HGNC:26084	PID1	-5.194983395	6.13E-06	
HGNC:12306	TRIP12	-0.928562301	0.012841881	
HGNC:27020	FBXO36	0.799099862	0.146609565	
 	CEBPG	0.066140958	0.815832984	
HGNC:23297	KCTD15	0.264419576	0.493165784	
HGNC:26408	ZNF599	0.196314862	0.59841982	
HGNC:13357	MCOLN2	2.078154389	0.03834725	
HGNC:18712	LGI4	-4.19450648	2.65E-05	
 	DDAH1	1.154896536	0.017212321	
HGNC:17882	SREK1	-0.187543019	0.441003971	
 	CHD1	-0.05782866	0.872010316	
 	ANKFN1	1.227423846	0.241741426	
 	DGKE	0.974022017	0.104791905	
HGNC:5193	HS2ST1	0.016747385	0.962743108	
HGNC:18585	MSI2	1.647757239	0.009298897	
 	CACNA2D1	-3.662052336	4.77E-07	
HGNC:21224	ZUFSP	0.386797194	0.268442056	
HGNC:5196	HS3ST3A1	0.767563975	0.24221913	
HGNC:20883	GDPD1	1.569973598	0.007309388	
HGNC:21042	NUS1	-0.24253644	0.342880876	
HGNC:10726	SEMA3D	-4.896089741	1.17E-05	
HGNC:9313	PPP2R5E	0.012208081	0.96771174	
HGNC:4562	GRAP	-1.237904088	0.112277561	
HGNC:23155	SLC5A10	0.984284079	0.206828587	
 	AK5	0.658755049	0.683952451	
 	CABYR	2.663233271	0.001295188	
HGNC:20387	IMPACT	-0.11377629	0.756033879	
 	ANKRD29	-2.915888474	0.00166221	
HGNC:20957	SDHAF4	-0.072982687	0.875248998	
 	CHST9	-2.933684797	0.109157756	
HGNC:11801	THY1	-0.87659375	0.17511429	
 	DNAAF1	2.013098916	0.057927632	
 	C16orf74	2.732507047	0.000718552	
HGNC:28115	TBCEL	-0.508617845	0.10887018	
HGNC:14203	JPH3	-0.555106592	0.381080782	
 	ANKH	-0.812731163	0.163330223	
HGNC:25118	OTULIN	0.029339387	0.920745269	
HGNC:29884	UBASH3B	-2.058448407	0.001811403	
HGNC:17985	ROBO4	-3.006005432	0.000127595	
HGNC:13433	ROBO3	-2.730327557	2.52E-05	
HGNC:29551	TBRG1	-0.50318076	0.173184313	
HGNC:8000	NRGN	0.31449395	0.681939736	
HGNC:25964	RETREG1	0.199358085	0.750583802	
 	CDH12	-3.496080919	0.021375262	
HGNC:4469	GPR15	-5.258873458	0.007804819	
HGNC:11985	TOMM70	0.524512667	0.058666659	
 	ABI3BP	-6.46255883	9.28E-07	
 	ANGPT1	-5.442453219	5.87E-07	
 	CYP4Z2P	0.422000243	0.656208221	
HGNC:21045	PITPNC1	-0.77285386	0.071755754	
